fecha,altura_astronomica_m,altura_medida_m
2026-07-16T07:45:00,0.73,0.71
2026-07-16T08:45:00,0.53,0.54
2026-07-16T09:45:00,0.37,0.41
2026-07-16T10:45:00,0.32,0.33
2026-07-16T11:45:00,0.44,0.34
2026-07-16T12:45:00,0.65,0.54
2026-07-16T13:45:00,0.84,0.78
2026-07-16T14:45:00,0.92,0.91
2026-07-16T15:45:00,0.92,0.95
2026-07-16T16:45:00,0.9,0.92
2026-07-16T17:45:00,0.84,0.84
2026-07-16T18:45:00,0.73,0.75
2026-07-16T19:45:00,0.6,
2026-07-16T20:45:00,0.47,
2026-07-16T21:45:00,0.38,
2026-07-16T22:45:00,0.4,
2026-07-16T23:45:00,0.6,
