fecha,altura_astronomica_m,altura_medida_m
2026-07-07T00:45:00,0.4,0.43
2026-07-07T01:45:00,0.45,0.45
2026-07-07T02:45:00,0.6,0.6
2026-07-07T03:45:00,0.83,0.84
2026-07-07T04:45:00,1.07,1.06
2026-07-07T05:45:00,1.21,1.19
2026-07-07T06:45:00,1.24,1.27
2026-07-07T07:45:00,1.2,1.25
2026-07-07T08:45:00,1.13,1.21
2026-07-07T09:45:00,1.01,1.11
2026-07-07T10:45:00,0.87,0.93
2026-07-07T11:45:00,0.72,0.74
2026-07-07T12:45:00,0.61,0.62
2026-07-07T13:45:00,0.55,0.53
2026-07-07T14:45:00,0.57,0.45
2026-07-07T15:45:00,0.68,0.47
2026-07-07T16:45:00,0.82,0.56
2026-07-07T17:45:00,0.93,0.68
2026-07-07T18:45:00,0.94,0.67
2026-07-07T19:45:00,0.89,0.65
2026-07-07T20:45:00,0.82,0.58
2026-07-07T21:45:00,0.73,0.54
2026-07-07T22:45:00,0.61,0.44
2026-07-07T23:45:00,0.49,0.3
