fecha,altura_astronomica_m,altura_medida_m
2026-07-04T06:45:00,1.1,1.29
2026-07-04T07:45:00,1.0,1.16
2026-07-04T08:45:00,0.88,1.02
2026-07-04T09:45:00,0.76,0.88
2026-07-04T10:45:00,0.64,0.75
2026-07-04T11:45:00,0.56,0.63
2026-07-04T12:45:00,0.56,0.63
2026-07-04T13:45:00,0.64,0.77
2026-07-04T14:45:00,0.75,0.98
2026-07-04T15:45:00,0.83,1.09
2026-07-04T16:45:00,0.85,1.15
2026-07-04T17:45:00,0.84,1.12
2026-07-04T18:45:00,0.8,
2026-07-04T19:45:00,0.74,
2026-07-04T20:45:00,0.66,
2026-07-04T21:45:00,0.57,
2026-07-04T22:45:00,0.5,
2026-07-04T23:45:00,0.48,
