fecha,altura_astronomica_m,altura_medida_m
2026-06-30T00:45:00,1.11,1.84
2026-06-30T01:45:00,1.17,1.84
2026-06-30T02:45:00,1.17,1.81
2026-06-30T03:45:00,1.11,1.78
2026-06-30T04:45:00,1.04,1.7
2026-06-30T05:45:00,0.93,1.56
2026-06-30T06:45:00,0.81,1.4
2026-06-30T07:45:00,0.7,1.28
2026-06-30T08:45:00,0.61,1.12
2026-06-30T09:45:00,0.58,1.0
2026-06-30T10:45:00,0.61,0.95
2026-06-30T11:45:00,0.7,0.96
2026-06-30T12:45:00,0.79,0.99
2026-06-30T13:45:00,0.85,0.94
2026-06-30T14:45:00,0.87,0.88
2026-06-30T15:45:00,0.87,0.82
2026-06-30T16:45:00,0.85,0.77
2026-06-30T17:45:00,0.82,0.68
2026-06-30T18:45:00,0.75,0.61
2026-06-30T19:45:00,0.67,0.56
2026-06-30T20:45:00,0.61,0.53
2026-06-30T21:45:00,0.62,0.48
2026-06-30T22:45:00,0.71,0.52
2026-06-30T23:45:00,0.87,0.7
