fecha,altura_astronomica_m,altura_medida_m
2026-07-05T00:45:00,0.56,0.72
2026-07-05T01:45:00,0.75,0.88
2026-07-05T02:45:00,0.97,1.08
2026-07-05T03:45:00,1.15,1.3
2026-07-05T04:45:00,1.23,1.44
2026-07-05T05:45:00,1.23,1.45
2026-07-05T06:45:00,1.17,1.37
2026-07-05T07:45:00,1.08,1.28
2026-07-05T08:45:00,0.96,1.16
2026-07-05T09:45:00,0.83,0.95
2026-07-05T10:45:00,0.7,0.86
2026-07-05T11:45:00,0.59,0.73
2026-07-05T12:45:00,0.54,0.64
2026-07-05T13:45:00,0.58,0.65
2026-07-05T14:45:00,0.69,0.71
2026-07-05T15:45:00,0.8,0.9
2026-07-05T16:45:00,0.86,1.01
2026-07-05T17:45:00,0.86,1.02
2026-07-05T18:45:00,0.83,0.95
2026-07-05T19:45:00,0.77,0.92
2026-07-05T20:45:00,0.69,0.86
2026-07-05T21:45:00,0.59,0.73
2026-07-05T22:45:00,0.5,0.58
2026-07-05T23:45:00,0.44,0.55
