fecha,altura_astronomica_m,altura_medida_m
2026-07-12T00:45:00,1.01,1.36
2026-07-12T01:45:00,0.84,1.27
2026-07-12T02:45:00,0.66,1.09
2026-07-12T03:45:00,0.5,0.88
2026-07-12T04:45:00,0.38,0.8
2026-07-12T05:45:00,0.33,0.79
2026-07-12T06:45:00,0.37,0.83
2026-07-12T07:45:00,0.53,1.06
2026-07-12T08:45:00,0.77,1.26
2026-07-12T09:45:00,0.99,1.4
2026-07-12T10:45:00,1.1,1.47
2026-07-12T11:45:00,1.1,1.48
2026-07-12T12:45:00,1.04,1.46
2026-07-12T13:45:00,0.95,1.34
2026-07-12T14:45:00,0.83,1.19
2026-07-12T15:45:00,0.72,0.98
2026-07-12T16:45:00,0.63,0.86
2026-07-12T17:45:00,0.59,0.8
2026-07-12T18:45:00,0.61,0.82
2026-07-12T19:45:00,0.73,0.91
2026-07-12T20:45:00,0.96,1.13
2026-07-12T21:45:00,1.2,1.33
2026-07-12T22:45:00,1.34,1.45
2026-07-12T23:45:00,1.34,1.48
