fecha,altura_astronomica_m,altura_medida_m
2026-07-10T06:45:00,0.84,1.17
2026-07-10T07:45:00,1.07,1.38
2026-07-10T08:45:00,1.18,1.49
2026-07-10T09:45:00,1.19,1.5
2026-07-10T10:45:00,1.13,1.51
2026-07-10T11:45:00,1.03,1.39
2026-07-10T12:45:00,0.9,1.23
2026-07-10T13:45:00,0.75,1.05
2026-07-10T14:45:00,0.64,0.92
2026-07-10T15:45:00,0.59,0.86
2026-07-10T16:45:00,0.61,0.85
2026-07-10T17:45:00,0.7,0.94
2026-07-10T18:45:00,0.88,1.13
2026-07-10T19:45:00,1.07,
2026-07-10T20:45:00,1.16,
2026-07-10T21:45:00,1.15,
2026-07-10T22:45:00,1.05,
2026-07-10T23:45:00,0.93,
