fecha,altura_astronomica_m,altura_medida_m
2026-07-15T06:45:00,0.67,0.73
2026-07-15T07:45:00,0.5,0.55
2026-07-15T08:45:00,0.36,0.4
2026-07-15T09:45:00,0.32,0.33
2026-07-15T10:45:00,0.44,0.37
2026-07-15T11:45:00,0.66,0.58
2026-07-15T12:45:00,0.86,0.77
2026-07-15T13:45:00,0.95,0.87
2026-07-15T14:45:00,0.95,0.93
2026-07-15T15:45:00,0.92,0.89
2026-07-15T16:45:00,0.86,0.86
2026-07-15T17:45:00,0.76,0.75
2026-07-15T18:45:00,0.64,0.64
2026-07-15T19:45:00,0.53,
2026-07-15T20:45:00,0.45,
2026-07-15T21:45:00,0.46,
2026-07-15T22:45:00,0.64,
2026-07-15T23:45:00,0.97,
