fecha,altura_astronomica_m,altura_medida_m
2026-07-14T00:45:00,1.43,0.84
2026-07-14T01:45:00,1.33,0.74
2026-07-14T02:45:00,1.18,0.56
2026-07-14T03:45:00,0.99,0.46
2026-07-14T04:45:00,0.79,0.29
2026-07-14T05:45:00,0.61,0.14
2026-07-14T06:45:00,0.46,-0.01
2026-07-14T07:45:00,0.35,-0.1
2026-07-14T08:45:00,0.33,-0.14
2026-07-14T09:45:00,0.46,-0.14
2026-07-14T10:45:00,0.69,0.04
2026-07-14T11:45:00,0.89,0.3
2026-07-14T12:45:00,0.99,0.4
2026-07-14T13:45:00,0.99,0.5
2026-07-14T14:45:00,0.95,0.53
2026-07-14T15:45:00,0.88,0.6
2026-07-14T16:45:00,0.79,0.6
2026-07-14T17:45:00,0.68,0.54
2026-07-14T18:45:00,0.58,0.51
2026-07-14T19:45:00,0.52,0.52
2026-07-14T20:45:00,0.53,0.59
2026-07-14T21:45:00,0.68,0.81
2026-07-14T22:45:00,0.98,1.15
2026-07-14T23:45:00,1.29,1.5
