fecha,nivel
2026-09-10T00:00:00,0.347
2026-09-10T00:12:00,0.379
2026-09-10T00:18:00,0.321
2026-09-10T00:24:00,0.286
2026-09-10T00:30:00,0.317
2026-09-10T00:36:00,0.316
2026-09-10T00:42:00,0.322
2026-09-10T00:48:00,0.325
2026-09-10T00:54:00,0.298
2026-09-10T01:00:00,0.334
2026-09-10T01:06:00,0.362
2026-09-10T01:12:00,0.36
2026-09-10T01:18:00,0.334
2026-09-10T01:24:00,0.344
2026-09-10T01:30:00,0.346
2026-09-10T01:36:00,0.383
2026-09-10T01:42:00,0.416
2026-09-10T01:48:00,0.401
2026-09-10T01:54:00,0.439
2026-09-10T02:00:00,0.445
2026-09-10T02:06:00,0.489
2026-09-10T02:12:00,0.478
2026-09-10T02:18:00,0.483
2026-09-10T02:24:00,0.582
2026-09-10T02:30:00,0.551
2026-09-10T02:36:00,0.556
2026-09-10T02:42:00,0.644
2026-09-10T02:48:00,0.66
2026-09-10T02:54:00,0.681
2026-09-10T03:00:00,0.71
2026-09-10T03:06:00,0.716
2026-09-10T03:12:00,0.744
2026-09-10T03:18:00,0.823
2026-09-10T03:24:00,0.872
2026-09-10T03:30:00,0.834
2026-09-10T03:36:00,0.91
2026-09-10T03:42:00,0.941
2026-09-10T03:48:00,0.945
2026-09-10T03:54:00,1.022
2026-09-10T04:00:00,1.022
2026-09-10T04:06:00,1.035
2026-09-10T04:12:00,1.09
2026-09-10T04:18:00,1.111
2026-09-10T04:24:00,1.13
2026-09-10T04:30:00,1.161
2026-09-10T04:36:00,1.196
2026-09-10T04:42:00,1.217
2026-09-10T04:48:00,1.236
2026-09-10T04:54:00,1.257
2026-09-10T05:00:00,1.252
2026-09-10T05:06:00,1.292
2026-09-10T05:12:00,1.31
2026-09-10T05:18:00,1.316
2026-09-10T05:24:00,1.348
2026-09-10T05:30:00,1.383
2026-09-10T05:36:00,1.336
2026-09-10T05:42:00,1.384
2026-09-10T05:48:00,1.389
2026-09-10T05:54:00,1.351
2026-09-10T06:00:00,1.396
2026-09-10T06:06:00,1.384
2026-09-10T06:12:00,1.353
2026-09-10T06:18:00,1.392
2026-09-10T06:24:00,1.388
2026-09-10T06:30:00,1.348
2026-09-10T06:36:00,1.355
2026-09-10T06:42:00,1.333
2026-09-10T06:48:00,1.323
2026-09-10T06:54:00,1.321
2026-09-10T07:00:00,1.313
2026-09-10T07:06:00,1.304
2026-09-10T07:12:00,1.275
2026-09-10T07:18:00,1.191
2026-09-10T07:24:00,1.225
2026-09-10T07:30:00,1.196
2026-09-10T07:36:00,1.145
