fecha,nivel
2026-09-15T00:00:00,1.338
2026-09-15T00:12:00,1.342
2026-09-15T00:18:00,1.327
2026-09-15T00:24:00,1.306
2026-09-15T00:30:00,1.324
2026-09-15T00:36:00,1.3
2026-09-15T00:42:00,1.216
2026-09-15T00:48:00,1.212
2026-09-15T00:54:00,1.271
2026-09-15T01:00:00,1.237
2026-09-15T01:06:00,1.207
2026-09-15T01:12:00,1.194
2026-09-15T01:18:00,1.267
2026-09-15T01:24:00,1.254
2026-09-15T01:30:00,1.248
2026-09-15T01:36:00,1.182
2026-09-15T01:42:00,1.179
2026-09-15T01:48:00,1.297
2026-09-15T01:54:00,1.205
2026-09-15T02:00:00,1.184
2026-09-15T02:06:00,1.169
2026-09-15T02:18:00,1.224
2026-09-15T02:24:00,1.227
2026-09-15T02:30:00,1.171
2026-09-15T02:36:00,1.174
2026-09-15T02:42:00,1.286
2026-09-15T02:48:00,1.242
2026-09-15T02:54:00,1.202
2026-09-15T03:00:00,1.205
2026-09-15T03:06:00,1.181
2026-09-15T03:12:00,1.149
2026-09-15T03:18:00,1.302
2026-09-15T03:24:00,1.259
2026-09-15T03:30:00,1.251
2026-09-15T03:36:00,1.226
2026-09-15T03:42:00,1.224
2026-09-15T03:48:00,1.259
2026-09-15T03:54:00,1.189
2026-09-15T04:00:00,1.197
2026-09-15T04:06:00,1.195
2026-09-15T04:12:00,1.175
2026-09-15T04:18:00,1.389
2026-09-15T04:24:00,1.315
2026-09-15T04:30:00,1.333
2026-09-15T04:36:00,1.345
2026-09-15T04:42:00,1.255
2026-09-15T04:48:00,1.334
2026-09-15T04:54:00,1.333
2026-09-15T05:00:00,1.342
2026-09-15T05:06:00,1.31
2026-09-15T05:12:00,1.394
2026-09-15T05:18:00,1.34
2026-09-15T05:24:00,1.389
2026-09-15T05:30:00,1.501
2026-09-15T05:36:00,1.45
2026-09-15T05:42:00,1.42
2026-09-15T05:48:00,1.452
2026-09-15T05:54:00,1.491
2026-09-15T06:00:00,1.594
2026-09-15T06:06:00,1.56
2026-09-15T06:12:00,1.582
2026-09-15T06:18:00,1.756
2026-09-15T06:24:00,1.765
2026-09-15T06:30:00,1.729
2026-09-15T06:36:00,1.773
2026-09-15T06:42:00,1.884
2026-09-15T06:48:00,1.816
2026-09-15T06:54:00,1.839
2026-09-15T07:00:00,1.907
2026-09-15T07:06:00,2.044
2026-09-15T07:12:00,2.083
2026-09-15T07:18:00,2.134
2026-09-15T07:24:00,2.107
2026-09-15T07:30:00,2.16
2026-09-15T07:36:00,2.159
2026-09-15T07:42:00,2.226
2026-09-15T07:48:00,2.245
2026-09-15T07:54:00,2.294
2026-09-15T08:00:00,2.343
2026-09-15T08:06:00,2.365
2026-09-15T08:12:00,2.378
2026-09-15T08:18:00,2.401
2026-09-15T08:24:00,2.399
2026-09-15T08:30:00,2.419
2026-09-15T08:36:00,2.446
2026-09-15T08:42:00,2.434
2026-09-15T08:48:00,2.465
2026-09-15T08:54:00,2.446
2026-09-15T09:00:00,2.503
2026-09-15T09:06:00,2.44
2026-09-15T09:12:00,2.548
2026-09-15T09:18:00,2.529
2026-09-15T09:24:00,2.512
2026-09-15T09:30:00,2.523
2026-09-15T09:36:00,2.567
2026-09-15T09:42:00,2.478
2026-09-15T09:48:00,2.491
2026-09-15T09:54:00,2.503
2026-09-15T10:00:00,2.48
2026-09-15T10:06:00,2.46
2026-09-15T10:12:00,2.448
2026-09-15T10:18:00,2.45
2026-09-15T10:24:00,2.407
2026-09-15T10:30:00,2.391
2026-09-15T10:36:00,2.377
2026-09-15T10:42:00,2.301
2026-09-15T10:48:00,2.28
2026-09-15T10:54:00,2.309
2026-09-15T11:00:00,2.237
2026-09-15T11:06:00,2.15
2026-09-15T11:12:00,2.158
2026-09-15T11:18:00,2.116
2026-09-15T11:24:00,2.101
2026-09-15T11:30:00,2.038
2026-09-15T11:36:00,1.991
2026-09-15T11:42:00,1.928
2026-09-15T11:48:00,1.932
2026-09-15T11:54:00,1.859
2026-09-15T12:00:00,1.866
2026-09-15T12:06:00,1.814
2026-09-15T12:12:00,1.779
2026-09-15T12:18:00,1.774
2026-09-15T12:24:00,1.697
2026-09-15T12:30:00,1.707
2026-09-15T12:36:00,1.667
2026-09-15T12:42:00,1.611
2026-09-15T12:48:00,1.615
2026-09-15T12:54:00,1.588
2026-09-15T13:00:00,1.573
2026-09-15T13:06:00,1.557
2026-09-15T13:12:00,1.52
2026-09-15T13:18:00,1.458
2026-09-15T13:24:00,1.482
2026-09-15T13:30:00,1.419
2026-09-15T13:36:00,1.42
2026-09-15T13:42:00,1.397
2026-09-15T13:48:00,1.371
2026-09-15T13:54:00,1.38
2026-09-15T14:00:00,1.345
2026-09-15T14:06:00,1.303
2026-09-15T14:12:00,1.299
2026-09-15T14:18:00,1.267
2026-09-15T14:24:00,1.243
2026-09-15T14:30:00,1.24
2026-09-15T14:36:00,1.21
2026-09-15T14:42:00,1.187
2026-09-15T14:48:00,1.166
2026-09-15T14:54:00,1.153
2026-09-15T15:00:00,1.135
2026-09-15T15:06:00,1.119
2026-09-15T15:12:00,1.107
2026-09-15T15:18:00,1.079
2026-09-15T15:24:00,1.067
2026-09-15T15:30:00,1.027
2026-09-15T15:36:00,1.074
2026-09-15T15:42:00,1.06
2026-09-15T15:48:00,1.011
2026-09-15T15:54:00,1.017
2026-09-15T16:00:00,1.006
2026-09-15T16:06:00,0.969
2026-09-15T16:12:00,0.984
2026-09-15T16:18:00,0.937
2026-09-15T16:24:00,0.956
2026-09-15T16:30:00,0.981
2026-09-15T16:36:00,0.918
2026-09-15T16:42:00,0.907
2026-09-15T16:48:00,0.919
2026-09-15T16:54:00,0.905
2026-09-15T17:00:00,0.886
