fecha,nivel
2026-08-26T00:00:00,-0.166
2026-08-26T00:12:00,-0.167
2026-08-26T00:18:00,-0.187
2026-08-26T00:24:00,-0.19
2026-08-26T00:30:00,-0.196
2026-08-26T00:36:00,-0.16
2026-08-26T00:42:00,-0.189
2026-08-26T00:48:00,-0.239
2026-08-26T00:54:00,-0.262
2026-08-26T01:00:00,-0.178
2026-08-26T01:06:00,-0.18
2026-08-26T01:12:00,-0.187
2026-08-26T01:18:00,-0.198
2026-08-26T01:24:00,-0.141
2026-08-26T01:30:00,-0.146
2026-08-26T01:36:00,-0.198
2026-08-26T01:42:00,-0.167
2026-08-26T01:48:00,-0.002
2026-08-26T01:54:00,0.001
2026-08-26T02:00:00,-0.053
2026-08-26T02:06:00,0.05
2026-08-26T02:12:00,-0.055
2026-08-26T02:18:00,0.018
2026-08-26T02:24:00,0.014
2026-08-26T02:30:00,0.021
2026-08-26T02:36:00,0.032
2026-08-26T02:42:00,0.091
2026-08-26T02:48:00,0.113
2026-08-26T02:54:00,0.134
2026-08-26T03:00:00,0.168
2026-08-26T03:06:00,0.299
2026-08-26T03:12:00,0.175
2026-08-26T03:18:00,0.263
2026-08-26T03:24:00,0.338
2026-08-26T03:30:00,0.36
2026-08-26T03:36:00,0.372
2026-08-26T03:42:00,0.418
2026-08-26T03:48:00,0.371
2026-08-26T03:54:00,0.348
2026-08-26T04:00:00,0.512
2026-08-26T04:06:00,0.522
2026-08-26T04:12:00,0.291
2026-08-26T04:18:00,0.552
2026-08-26T04:24:00,0.663
2026-08-26T04:30:00,0.491
2026-08-26T04:36:00,0.434
2026-08-26T04:42:00,0.576
2026-08-26T04:48:00,0.653
2026-08-26T04:54:00,0.672
2026-08-26T05:00:00,0.629
2026-08-26T05:06:00,0.763
2026-08-26T05:12:00,0.713
2026-08-26T05:18:00,0.76
2026-08-26T05:24:00,0.723
2026-08-26T05:30:00,0.789
2026-08-26T05:36:00,0.798
2026-08-26T05:42:00,0.754
2026-08-26T05:48:00,0.795
2026-08-26T05:54:00,0.826
2026-08-26T06:00:00,0.816
2026-08-26T06:06:00,0.818
2026-08-26T06:12:00,0.788
2026-08-26T06:18:00,0.85
2026-08-26T06:24:00,0.716
2026-08-26T06:30:00,0.74
2026-08-26T06:36:00,0.734
2026-08-26T06:42:00,0.817
2026-08-26T06:48:00,0.829
2026-08-26T06:54:00,0.773
2026-08-26T07:00:00,0.741
2026-08-26T07:06:00,0.807
2026-08-26T07:12:00,0.632
2026-08-26T07:18:00,0.687
2026-08-26T07:24:00,0.69
2026-08-26T07:30:00,0.7
2026-08-26T07:36:00,0.67
2026-08-26T07:42:00,0.79
2026-08-26T07:48:00,0.642
2026-08-26T07:54:00,0.764
