fecha,nivel
2026-09-06T00:00:00,1.236
2026-09-06T00:12:00,1.253
2026-09-06T00:18:00,1.224
2026-09-06T00:24:00,1.274
2026-09-06T00:30:00,1.265
2026-09-06T00:36:00,1.266
2026-09-06T00:42:00,1.287
2026-09-06T00:48:00,1.305
2026-09-06T00:54:00,1.316
2026-09-06T01:00:00,1.301
2026-09-06T01:06:00,1.293
2026-09-06T01:12:00,1.268
2026-09-06T01:18:00,1.303
2026-09-06T01:24:00,1.339
2026-09-06T01:30:00,1.334
2026-09-06T01:36:00,1.272
2026-09-06T01:42:00,1.245
2026-09-06T01:48:00,1.253
2026-09-06T01:54:00,1.311
2026-09-06T02:00:00,1.288
2026-09-06T02:06:00,1.258
2026-09-06T02:12:00,1.221
2026-09-06T02:18:00,1.235
2026-09-06T02:24:00,1.282
2026-09-06T02:30:00,1.188
2026-09-06T02:36:00,1.161
2026-09-06T02:42:00,1.135
2026-09-06T02:48:00,1.138
2026-09-06T02:54:00,1.145
2026-09-06T03:00:00,1.178
2026-09-06T03:06:00,1.104
2026-09-06T03:12:00,1.078
2026-09-06T03:18:00,1.101
2026-09-06T03:24:00,1.082
2026-09-06T03:30:00,1.021
2026-09-06T03:36:00,1.017
2026-09-06T03:42:00,1.034
2026-09-06T03:48:00,1.027
2026-09-06T03:54:00,0.987
2026-09-06T04:00:00,0.959
2026-09-06T04:06:00,0.933
2026-09-06T04:12:00,0.894
2026-09-06T04:18:00,0.949
2026-09-06T04:24:00,0.9
2026-09-06T04:30:00,0.857
2026-09-06T04:36:00,0.866
2026-09-06T04:42:00,0.872
2026-09-06T04:48:00,0.843
2026-09-06T04:54:00,0.822
2026-09-06T05:00:00,0.82
2026-09-06T05:06:00,0.804
2026-09-06T05:12:00,0.79
2026-09-06T05:18:00,0.757
2026-09-06T05:24:00,0.77
2026-09-06T05:30:00,0.753
2026-09-06T05:36:00,0.736
2026-09-06T05:42:00,0.745
2026-09-06T05:48:00,0.739
2026-09-06T05:54:00,0.712
2026-09-06T06:00:00,0.726
