fecha,nivel
2026-09-02T00:00:00,1.339
2026-09-02T00:12:00,1.247
2026-09-02T00:18:00,1.194
2026-09-02T00:24:00,1.252
2026-09-02T00:30:00,1.187
2026-09-02T00:36:00,1.168
2026-09-02T00:42:00,1.169
2026-09-02T00:48:00,1.05
2026-09-02T00:54:00,1.078
2026-09-02T01:00:00,1.135
2026-09-02T01:06:00,1.072
2026-09-02T01:12:00,1.038
2026-09-02T01:18:00,1.056
2026-09-02T01:24:00,1.011
2026-09-02T01:30:00,0.99
2026-09-02T01:36:00,1.019
2026-09-02T01:42:00,1.045
2026-09-02T01:48:00,1.013
2026-09-02T01:54:00,0.92
2026-09-02T02:00:00,0.825
2026-09-02T02:06:00,0.946
2026-09-02T02:12:00,0.841
2026-09-02T02:18:00,0.884
2026-09-02T02:24:00,0.849
2026-09-02T02:30:00,0.773
2026-09-02T02:36:00,0.789
2026-09-02T02:42:00,0.799
2026-09-02T02:48:00,0.77
2026-09-02T02:54:00,0.701
2026-09-02T03:00:00,0.706
2026-09-02T03:06:00,0.726
2026-09-02T03:12:00,0.655
2026-09-02T03:18:00,0.631
2026-09-02T03:24:00,0.629
2026-09-02T03:30:00,0.6
2026-09-02T03:36:00,0.647
2026-09-02T03:42:00,0.601
2026-09-02T03:48:00,0.619
2026-09-02T03:54:00,0.588
2026-09-02T04:00:00,0.612
2026-09-02T04:06:00,0.548
2026-09-02T04:12:00,0.546
2026-09-02T04:18:00,0.644
2026-09-02T04:24:00,0.587
2026-09-02T04:30:00,0.552
2026-09-02T04:36:00,0.563
2026-09-02T04:42:00,0.582
2026-09-02T04:48:00,0.54
2026-09-02T04:54:00,0.582
2026-09-02T05:00:00,0.586
2026-09-02T05:06:00,0.541
2026-09-02T05:12:00,0.59
2026-09-02T05:18:00,0.6
2026-09-02T05:24:00,0.544
2026-09-02T05:30:00,0.595
2026-09-02T05:36:00,0.617
2026-09-02T05:42:00,0.593
2026-09-02T05:48:00,0.619
2026-09-02T05:54:00,0.588
2026-09-02T06:00:00,0.706
2026-09-02T06:06:00,0.707
2026-09-02T06:12:00,0.652
2026-09-02T06:18:00,0.731
2026-09-02T06:24:00,0.784
2026-09-02T06:30:00,0.804
