fecha,nivel
2026-08-28T00:00:00,0.413
2026-08-28T00:12:00,0.545
2026-08-28T00:18:00,0.365
2026-08-28T00:24:00,0.448
2026-08-28T00:30:00,0.461
2026-08-28T00:36:00,0.404
2026-08-28T00:42:00,0.435
2026-08-28T00:48:00,0.431
2026-08-28T00:54:00,0.335
2026-08-28T01:00:00,0.257
2026-08-28T01:06:00,0.305
2026-08-28T01:12:00,0.327
2026-08-28T01:18:00,0.295
2026-08-28T01:24:00,0.3
2026-08-28T01:30:00,0.347
2026-08-28T01:36:00,0.329
2026-08-28T01:42:00,0.37
2026-08-28T01:48:00,0.388
2026-08-28T01:54:00,0.352
2026-08-28T02:00:00,0.292
2026-08-28T02:06:00,0.408
2026-08-28T02:12:00,0.406
2026-08-28T02:18:00,0.35
2026-08-28T02:24:00,0.392
2026-08-28T02:30:00,0.332
2026-08-28T02:36:00,0.322
2026-08-28T02:42:00,0.314
2026-08-28T02:48:00,0.391
2026-08-28T02:54:00,0.426
2026-08-28T03:00:00,0.463
2026-08-28T03:06:00,0.491
2026-08-28T03:12:00,0.532
2026-08-28T03:18:00,0.577
2026-08-28T03:24:00,0.589
2026-08-28T03:30:00,0.545
2026-08-28T03:36:00,0.562
2026-08-28T03:42:00,0.536
2026-08-28T03:48:00,0.674
2026-08-28T03:54:00,0.679
2026-08-28T04:00:00,0.755
2026-08-28T04:06:00,0.775
2026-08-28T04:12:00,0.767
2026-08-28T04:18:00,0.755
2026-08-28T04:24:00,0.891
2026-08-28T04:30:00,0.81
2026-08-28T04:36:00,0.788
2026-08-28T04:42:00,0.848
2026-08-28T04:48:00,0.912
2026-08-28T04:54:00,0.899
2026-08-28T05:00:00,1.015
2026-08-28T05:06:00,1.031
2026-08-28T05:12:00,1.118
2026-08-28T05:18:00,1.149
2026-08-28T05:24:00,1.126
2026-08-28T05:30:00,1.139
2026-08-28T05:36:00,1.196
2026-08-28T05:42:00,1.249
2026-08-28T05:48:00,1.169
2026-08-28T05:54:00,1.128
2026-08-28T06:00:00,1.195
2026-08-28T06:06:00,1.272
2026-08-28T06:12:00,1.308
2026-08-28T06:18:00,1.248
2026-08-28T06:24:00,1.267
2026-08-28T06:30:00,1.296
2026-08-28T06:36:00,1.294
2026-08-28T06:42:00,1.3
2026-08-28T06:48:00,1.42
2026-08-28T06:54:00,1.392
2026-08-28T07:00:00,1.346
2026-08-28T07:06:00,1.388
2026-08-28T07:12:00,1.426
2026-08-28T07:18:00,1.414
2026-08-28T07:24:00,1.412
2026-08-28T07:30:00,1.413
2026-08-28T07:36:00,1.412
2026-08-28T07:42:00,1.387
2026-08-28T07:48:00,1.401
2026-08-28T07:54:00,1.385
2026-08-28T08:00:00,1.391
2026-08-28T08:06:00,1.369
2026-08-28T08:12:00,1.303
2026-08-28T08:18:00,1.327
2026-08-28T08:24:00,1.349
2026-08-28T08:30:00,1.239
2026-08-28T08:36:00,1.289
2026-08-28T08:42:00,1.301
2026-08-28T08:48:00,1.245
2026-08-28T08:54:00,1.255
2026-08-28T09:00:00,1.209
2026-08-28T09:06:00,1.221
2026-08-28T09:12:00,1.175
2026-08-28T09:18:00,1.195
2026-08-28T09:24:00,1.151
2026-08-28T09:30:00,1.077
2026-08-28T09:36:00,1.093
2026-08-28T09:42:00,1.047
2026-08-28T09:48:00,1.075
2026-08-28T09:54:00,1.027
2026-08-28T10:00:00,1.082
2026-08-28T10:06:00,1.142
2026-08-28T10:12:00,1.002
2026-08-28T10:18:00,1.074
2026-08-28T10:24:00,1.1
2026-08-28T10:30:00,0.971
2026-08-28T10:36:00,0.971
2026-08-28T10:42:00,0.98
2026-08-28T10:48:00,0.946
2026-08-28T10:54:00,1.005
2026-08-28T11:00:00,0.945
2026-08-28T11:06:00,0.946
2026-08-28T11:12:00,1.03
2026-08-28T11:18:00,1.024
2026-08-28T11:24:00,0.936
2026-08-28T11:30:00,0.993
2026-08-28T11:36:00,1.003
2026-08-28T11:42:00,0.986
2026-08-28T11:48:00,0.944
2026-08-28T11:54:00,0.916
2026-08-28T12:00:00,0.946
2026-08-28T12:06:00,1.008
2026-08-28T12:12:00,0.939
2026-08-28T12:18:00,1.053
2026-08-28T12:24:00,0.91
2026-08-28T12:30:00,0.764
2026-08-28T12:36:00,0.849
2026-08-28T12:42:00,0.877
2026-08-28T12:48:00,0.868
2026-08-28T12:54:00,0.851
2026-08-28T13:00:00,0.785
2026-08-28T13:06:00,0.814
2026-08-28T13:12:00,0.809
2026-08-28T13:18:00,0.893
2026-08-28T13:24:00,0.887
2026-08-28T13:30:00,0.83
2026-08-28T13:36:00,0.882
2026-08-28T13:42:00,0.832
2026-08-28T13:48:00,0.834
2026-08-28T13:54:00,0.873
2026-08-28T14:00:00,0.84
2026-08-28T14:06:00,0.753
2026-08-28T14:12:00,0.894
2026-08-28T14:18:00,0.975
2026-08-28T14:24:00,0.862
2026-08-28T14:30:00,0.916
2026-08-28T14:36:00,0.932
2026-08-28T14:42:00,0.843
2026-08-28T14:48:00,0.97
2026-08-28T14:54:00,0.993
2026-08-28T15:00:00,0.988
2026-08-28T15:06:00,0.985
2026-08-28T15:12:00,1.07
2026-08-28T15:18:00,1.077
2026-08-28T15:24:00,1.033
2026-08-28T15:30:00,1.064
2026-08-28T15:36:00,1.089
2026-08-28T15:42:00,1.107
2026-08-28T15:48:00,1.167
2026-08-28T15:54:00,1.226
2026-08-28T16:00:00,1.196
2026-08-28T16:06:00,1.264
2026-08-28T16:12:00,1.266
