fecha,nivel
2026-08-27T00:00:00,0.133
2026-08-27T00:12:00,0.12
2026-08-27T00:18:00,0.102
2026-08-27T00:24:00,0.129
2026-08-27T00:30:00,0.125
2026-08-27T00:36:00,0.089
2026-08-27T00:42:00,0.04
2026-08-27T00:48:00,0.186
2026-08-27T00:54:00,0.121
2026-08-27T01:00:00,0.044
2026-08-27T01:06:00,0.032
2026-08-27T01:12:00,0.102
2026-08-27T01:18:00,0.186
2026-08-27T01:24:00,0.121
2026-08-27T01:30:00,0.074
2026-08-27T01:36:00,0.084
2026-08-27T01:42:00,0.148
2026-08-27T01:48:00,0.147
2026-08-27T01:54:00,0.131
2026-08-27T02:00:00,0.116
2026-08-27T02:06:00,0.23
2026-08-27T02:12:00,0.207
2026-08-27T02:18:00,0.212
2026-08-27T02:24:00,0.219
2026-08-27T02:30:00,0.299
2026-08-27T02:36:00,0.336
2026-08-27T02:42:00,0.311
2026-08-27T02:48:00,0.34
2026-08-27T02:54:00,0.403
2026-08-27T03:00:00,0.393
2026-08-27T03:06:00,0.385
2026-08-27T03:12:00,0.469
2026-08-27T03:18:00,0.486
2026-08-27T03:24:00,0.535
2026-08-27T03:30:00,0.587
2026-08-27T06:48:00,1.284
2026-08-27T06:54:00,1.251
2026-08-27T07:00:00,1.285
2026-08-27T07:06:00,1.32
2026-08-27T07:12:00,1.235
2026-08-27T07:18:00,1.225
2026-08-27T07:24:00,1.216
2026-08-27T07:30:00,1.228
2026-08-27T07:36:00,1.241
2026-08-27T07:42:00,1.141
2026-08-27T07:48:00,1.114
2026-08-27T07:54:00,1.136
2026-08-27T08:00:00,1.134
2026-08-27T08:06:00,1.118
2026-08-27T08:12:00,1.15
2026-08-27T08:18:00,1.163
2026-08-27T08:24:00,1.127
2026-08-27T08:30:00,1.121
2026-08-27T08:36:00,1.08
2026-08-27T08:42:00,1.091
2026-08-27T08:48:00,1.067
2026-08-27T08:54:00,0.987
2026-08-27T09:00:00,1.003
2026-08-27T09:06:00,0.998
2026-08-27T09:12:00,1.0
2026-08-27T09:18:00,0.947
2026-08-27T09:24:00,0.985
2026-08-27T09:30:00,0.962
2026-08-27T09:36:00,0.991
2026-08-27T09:42:00,0.894
2026-08-27T09:48:00,0.933
2026-08-27T09:54:00,0.98
2026-08-27T10:00:00,1.006
2026-08-27T10:06:00,0.956
2026-08-27T10:12:00,0.874
2026-08-27T10:18:00,0.945
2026-08-27T10:24:00,1.017
2026-08-27T10:30:00,0.901
2026-08-27T10:36:00,0.826
2026-08-27T10:42:00,0.921
2026-08-27T10:48:00,0.899
2026-08-27T10:54:00,0.944
2026-08-27T11:00:00,0.878
2026-08-27T11:06:00,0.905
2026-08-27T11:12:00,0.969
2026-08-27T11:18:00,0.863
2026-08-27T11:24:00,0.858
2026-08-27T11:30:00,0.924
2026-08-27T11:36:00,0.841
2026-08-27T11:42:00,0.892
2026-08-27T11:48:00,0.849
2026-08-27T11:54:00,0.848
2026-08-27T12:00:00,0.912
2026-08-27T12:06:00,0.861
2026-08-27T12:12:00,0.853
2026-08-27T12:18:00,0.871
2026-08-27T12:24:00,0.833
2026-08-27T12:30:00,0.836
2026-08-27T12:36:00,0.915
2026-08-27T12:42:00,0.896
2026-08-27T12:48:00,0.805
2026-08-27T12:54:00,0.804
2026-08-27T13:00:00,0.876
2026-08-27T13:06:00,0.887
2026-08-27T13:12:00,0.928
2026-08-27T13:18:00,0.871
2026-08-27T13:24:00,0.833
2026-08-27T13:30:00,0.852
2026-08-27T13:36:00,0.833
2026-08-27T13:42:00,0.882
2026-08-27T13:48:00,0.915
2026-08-27T13:54:00,0.877
2026-08-27T14:00:00,0.861
2026-08-27T14:06:00,0.908
2026-08-27T14:12:00,0.868
2026-08-27T14:18:00,0.872
2026-08-27T14:24:00,1.036
2026-08-27T14:30:00,1.052
2026-08-27T14:36:00,0.968
2026-08-27T14:42:00,1.107
2026-08-27T14:48:00,1.105
2026-08-27T14:54:00,1.069
2026-08-27T15:00:00,1.13
2026-08-27T15:06:00,1.084
2026-08-27T15:12:00,1.128
2026-08-27T15:18:00,1.179
2026-08-27T15:24:00,1.118
2026-08-27T15:30:00,1.21
2026-08-27T15:36:00,1.233
2026-08-27T15:42:00,1.196
2026-08-27T15:48:00,1.267
2026-08-27T15:54:00,1.391
2026-08-27T16:00:00,1.395
2026-08-27T16:06:00,1.434
2026-08-27T16:12:00,1.547
2026-08-27T16:18:00,1.547
2026-08-27T16:24:00,1.495
2026-08-27T16:30:00,1.489
2026-08-27T16:36:00,1.494
2026-08-27T16:42:00,1.584
2026-08-27T16:48:00,1.622
2026-08-27T16:54:00,1.667
2026-08-27T17:00:00,1.661
2026-08-27T17:06:00,1.653
2026-08-27T17:12:00,1.543
2026-08-27T17:18:00,1.634
2026-08-27T17:24:00,1.677
2026-08-27T17:30:00,1.654
2026-08-27T17:36:00,1.613
2026-08-27T17:42:00,1.675
2026-08-27T17:48:00,1.718
2026-08-27T17:54:00,1.807
2026-08-27T18:00:00,1.761
2026-08-27T18:06:00,1.733
2026-08-27T18:12:00,1.838
2026-08-27T18:18:00,1.871
2026-08-27T18:24:00,1.818
2026-08-27T18:30:00,1.789
2026-08-27T18:36:00,1.841
2026-08-27T18:42:00,1.845
2026-08-27T18:48:00,1.904
2026-08-27T18:54:00,1.82
2026-08-27T19:00:00,1.818
2026-08-27T19:06:00,1.887
2026-08-27T19:12:00,1.884
2026-08-27T19:18:00,1.773
2026-08-27T19:24:00,1.763
2026-08-27T19:30:00,1.71
2026-08-27T19:36:00,1.752
2026-08-27T19:42:00,1.769
2026-08-27T19:48:00,1.651
2026-08-27T19:54:00,1.693
2026-08-27T20:00:00,1.679
2026-08-27T20:06:00,1.608
2026-08-27T20:12:00,1.556
2026-08-27T20:18:00,1.59
2026-08-27T20:24:00,1.466
2026-08-27T20:30:00,1.433
2026-08-27T20:36:00,1.419
2026-08-27T20:42:00,1.521
2026-08-27T20:48:00,1.422
2026-08-27T20:54:00,1.295
2026-08-27T21:00:00,1.233
2026-08-27T21:06:00,1.311
2026-08-27T21:12:00,1.266
2026-08-27T21:18:00,1.081
2026-08-27T21:24:00,1.121
2026-08-27T21:30:00,1.095
2026-08-27T21:36:00,1.042
2026-08-27T21:42:00,1.067
2026-08-27T21:48:00,1.053
2026-08-27T21:54:00,1.039
2026-08-27T22:00:00,0.984
2026-08-27T22:06:00,1.083
2026-08-27T22:12:00,1.006
2026-08-27T22:18:00,0.85
