fecha,nivel
2026-09-07T00:00:00,0.737
2026-09-07T00:12:00,0.775
2026-09-07T00:18:00,0.82
2026-09-07T00:24:00,0.863
2026-09-07T00:30:00,0.863
2026-09-07T00:36:00,0.905
2026-09-07T00:42:00,0.925
2026-09-07T00:48:00,0.923
2026-09-07T00:54:00,0.961
2026-09-07T01:00:00,0.973
2026-09-07T01:06:00,0.977
2026-09-07T01:12:00,1.014
2026-09-07T01:18:00,1.021
2026-09-07T01:24:00,1.048
2026-09-07T01:30:00,1.044
2026-09-07T01:36:00,1.076
2026-09-07T01:42:00,1.115
2026-09-07T01:48:00,1.093
2026-09-07T01:54:00,1.122
2026-09-07T02:00:00,1.159
2026-09-07T02:06:00,1.136
2026-09-07T02:12:00,1.169
2026-09-07T02:18:00,1.163
2026-09-07T02:24:00,1.15
2026-09-07T02:30:00,1.17
2026-09-07T02:36:00,1.183
2026-09-07T02:42:00,1.189
2026-09-07T02:48:00,1.18
2026-09-07T02:54:00,1.194
2026-09-07T03:00:00,1.169
2026-09-07T03:06:00,1.179
2026-09-07T03:12:00,1.183
2026-09-07T03:18:00,1.191
2026-09-07T03:24:00,1.136
2026-09-07T03:30:00,1.124
2026-09-07T03:36:00,1.119
2026-09-07T03:42:00,1.104
2026-09-07T03:48:00,1.092
2026-09-07T03:54:00,1.09
2026-09-07T04:00:00,1.067
2026-09-07T04:06:00,1.093
2026-09-07T04:12:00,1.053
2026-09-07T04:18:00,1.034
2026-09-07T04:24:00,1.004
2026-09-07T04:30:00,1.009
2026-09-07T04:36:00,0.985
2026-09-07T04:42:00,0.963
2026-09-07T04:48:00,0.966
2026-09-07T04:54:00,0.931
2026-09-07T05:00:00,0.924
2026-09-07T05:06:00,0.89
2026-09-07T05:12:00,0.871
2026-09-07T05:18:00,0.863
2026-09-07T05:24:00,0.843
2026-09-07T05:30:00,0.824
2026-09-07T05:36:00,0.794
2026-09-07T05:42:00,0.776
2026-09-07T05:48:00,0.774
2026-09-07T05:54:00,0.737
2026-09-07T06:00:00,0.732
2026-09-07T06:06:00,0.745
2026-09-07T06:12:00,0.732
2026-09-07T06:18:00,0.689
2026-09-07T06:24:00,0.669
2026-09-07T06:30:00,0.705
2026-09-07T06:36:00,0.669
2026-09-07T06:42:00,0.669
2026-09-07T06:48:00,0.69
2026-09-07T06:54:00,0.642
2026-09-07T07:00:00,0.657
2026-09-07T07:06:00,0.622
2026-09-07T07:12:00,0.602
2026-09-07T07:18:00,0.643
2026-09-07T07:24:00,0.606
2026-09-07T07:30:00,0.585
2026-09-07T07:36:00,0.614
2026-09-07T07:42:00,0.578
2026-09-07T07:48:00,0.558
2026-09-07T07:54:00,0.573
2026-09-07T08:00:00,0.584
2026-09-07T08:06:00,0.593
2026-09-07T08:12:00,0.605
2026-09-07T08:18:00,0.605
2026-09-07T08:24:00,0.557
2026-09-07T08:30:00,0.593
2026-09-07T08:36:00,0.604
2026-09-07T08:42:00,0.584
2026-09-07T08:48:00,0.613
2026-09-07T08:54:00,0.651
2026-09-07T09:00:00,0.669
2026-09-07T09:06:00,0.712
2026-09-07T09:12:00,0.696
2026-09-07T09:18:00,0.692
2026-09-07T09:24:00,0.705
2026-09-07T09:30:00,0.753
2026-09-07T09:36:00,0.768
2026-09-07T09:42:00,0.77
2026-09-07T09:48:00,0.779
2026-09-07T09:54:00,0.815
2026-09-07T10:00:00,0.866
2026-09-07T10:06:00,0.88
2026-09-07T10:12:00,0.932
2026-09-07T10:18:00,1.002
2026-09-07T10:24:00,0.946
2026-09-07T10:30:00,0.98
2026-09-07T10:36:00,1.022
2026-09-07T10:42:00,1.01
2026-09-07T10:48:00,1.082
2026-09-07T10:54:00,1.128
2026-09-07T11:00:00,1.127
2026-09-07T11:06:00,1.156
2026-09-07T11:12:00,1.192
2026-09-07T11:18:00,1.223
2026-09-07T11:24:00,1.26
2026-09-07T11:30:00,1.295
2026-09-07T11:36:00,1.32
2026-09-07T11:42:00,1.346
2026-09-07T11:48:00,1.386
2026-09-07T11:54:00,1.385
2026-09-07T12:00:00,1.421
2026-09-07T12:06:00,1.447
2026-09-07T12:12:00,1.463
2026-09-07T12:18:00,1.516
