fecha,altura_astronomica_m,altura_medida_m
2026-07-13T06:45:00,1.12,1.15
2026-07-13T07:45:00,0.94,1.0
2026-07-13T08:45:00,0.76,0.87
2026-07-13T09:45:00,0.63,0.77
2026-07-13T10:45:00,0.51,0.66
2026-07-13T11:45:00,0.42,0.54
2026-07-13T12:45:00,0.37,0.45
2026-07-13T13:45:00,0.44,0.4
2026-07-13T14:45:00,0.6,0.47
2026-07-13T15:45:00,0.8,0.71
2026-07-13T16:45:00,0.93,0.88
2026-07-13T17:45:00,0.99,0.91
2026-07-13T18:45:00,0.98,
2026-07-13T19:45:00,0.91,
2026-07-13T20:45:00,0.81,
2026-07-13T21:45:00,0.71,
2026-07-13T22:45:00,0.65,
2026-07-13T23:45:00,0.61,
