fecha,altura_astronomica_m,altura_medida_m
2026-07-12T00:45:00,0.89,1.15
2026-07-12T01:45:00,1.08,1.37
2026-07-12T02:45:00,1.21,1.47
2026-07-12T03:45:00,1.23,1.5
2026-07-12T04:45:00,1.17,1.49
2026-07-12T05:45:00,1.04,1.38
2026-07-12T06:45:00,0.87,1.23
2026-07-12T07:45:00,0.7,1.06
2026-07-12T08:45:00,0.57,0.92
2026-07-12T09:45:00,0.47,0.84
2026-07-12T10:45:00,0.4,0.77
2026-07-12T11:45:00,0.38,0.76
2026-07-12T12:45:00,0.46,0.99
2026-07-12T13:45:00,0.65,1.26
2026-07-12T14:45:00,0.85,1.41
2026-07-12T15:45:00,0.99,1.51
2026-07-12T16:45:00,1.05,1.53
2026-07-12T17:45:00,1.04,1.43
2026-07-12T18:45:00,0.96,1.28
2026-07-12T19:45:00,0.84,1.13
2026-07-12T20:45:00,0.74,1.01
2026-07-12T21:45:00,0.67,0.9
2026-07-12T22:45:00,0.63,0.81
2026-07-12T23:45:00,0.64,0.76
