fecha,altura_astronomica_m,altura_medida_m
2026-07-06T07:45:00,0.72,0.69
2026-07-06T08:45:00,0.95,0.96
2026-07-06T09:45:00,1.14,1.16
2026-07-06T10:45:00,1.24,1.28
2026-07-06T11:45:00,1.24,1.34
2026-07-06T12:45:00,1.16,1.3
2026-07-06T13:45:00,1.05,1.2
2026-07-06T14:45:00,0.91,1.05
2026-07-06T15:45:00,0.79,0.93
2026-07-06T16:45:00,0.69,0.82
2026-07-06T17:45:00,0.6,0.72
2026-07-06T18:45:00,0.57,0.65
2026-07-06T19:45:00,0.6,
2026-07-06T20:45:00,0.7,
2026-07-06T21:45:00,0.79,
2026-07-06T22:45:00,0.83,
2026-07-06T23:45:00,0.82,
