fecha,altura_astronomica_m,altura_medida_m
2026-07-05T00:45:00,0.69,1.02
2026-07-05T01:45:00,0.61,0.93
2026-07-05T02:45:00,0.54,0.83
2026-07-05T03:45:00,0.48,0.75
2026-07-05T04:45:00,0.46,0.7
2026-07-05T05:45:00,0.52,0.68
2026-07-05T06:45:00,0.68,0.86
2026-07-05T07:45:00,0.89,1.15
2026-07-05T08:45:00,1.09,1.33
2026-07-05T09:45:00,1.21,1.45
2026-07-05T10:45:00,1.23,1.5
2026-07-05T11:45:00,1.18,1.46
2026-07-05T12:45:00,1.08,1.35
2026-07-05T13:45:00,0.95,1.19
2026-07-05T14:45:00,0.83,1.04
2026-07-05T15:45:00,0.72,0.92
2026-07-05T16:45:00,0.62,0.73
2026-07-05T17:45:00,0.56,0.69
2026-07-05T18:45:00,0.57,0.61
2026-07-05T19:45:00,0.64,0.6
2026-07-05T20:45:00,0.73,0.68
2026-07-05T21:45:00,0.79,0.82
2026-07-05T22:45:00,0.8,0.91
2026-07-05T23:45:00,0.78,0.86
