fecha,altura_astronomica_m,altura_medida_m
2026-07-15T00:45:00,0.57,0.58
2026-07-15T01:45:00,0.57,0.7
2026-07-15T02:45:00,0.68,1.0
2026-07-15T03:45:00,0.92,1.19
2026-07-15T04:45:00,1.19,1.39
2026-07-15T05:45:00,1.39,1.51
2026-07-15T06:45:00,1.46,1.58
2026-07-15T07:45:00,1.4,1.52
2026-07-15T08:45:00,1.26,1.33
2026-07-15T09:45:00,1.08,1.14
2026-07-15T10:45:00,0.9,1.01
2026-07-15T11:45:00,0.75,0.83
2026-07-15T12:45:00,0.62,0.69
2026-07-15T13:45:00,0.47,0.56
2026-07-15T14:45:00,0.38,0.46
2026-07-15T15:45:00,0.41,0.41
2026-07-15T16:45:00,0.55,0.45
2026-07-15T17:45:00,0.72,0.64
2026-07-15T18:45:00,0.84,0.85
2026-07-15T19:45:00,0.9,0.87
2026-07-15T20:45:00,0.89,0.86
2026-07-15T21:45:00,0.83,0.85
2026-07-15T22:45:00,0.74,0.73
2026-07-15T23:45:00,0.65,0.64
