fecha,altura_astronomica_m,altura_medida_m
2026-07-03T00:45:00,0.66,0.86
2026-07-03T01:45:00,0.59,0.85
2026-07-03T02:45:00,0.53,0.82
2026-07-03T03:45:00,0.53,0.83
2026-07-03T04:45:00,0.6,1.06
2026-07-03T05:45:00,0.75,1.36
2026-07-03T06:45:00,0.93,1.55
2026-07-03T07:45:00,1.09,1.67
2026-07-03T08:45:00,1.19,1.71
2026-07-03T09:45:00,1.2,1.75
2026-07-03T10:45:00,1.14,1.64
2026-07-03T11:45:00,1.04,1.48
2026-07-03T12:45:00,0.93,1.34
2026-07-03T13:45:00,0.82,1.22
2026-07-03T14:45:00,0.7,1.11
2026-07-03T15:45:00,0.6,1.01
2026-07-03T16:45:00,0.55,0.93
2026-07-03T17:45:00,0.57,0.9
2026-07-03T18:45:00,0.64,0.91
2026-07-03T19:45:00,0.72,0.96
2026-07-03T20:45:00,0.78,1.04
2026-07-03T21:45:00,0.8,1.08
2026-07-03T22:45:00,0.78,1.03
2026-07-03T23:45:00,0.73,0.95
