fecha,altura_astronomica_m,altura_medida_m
2026-07-01T00:45:00,0.64,0.48
2026-07-01T01:45:00,0.59,0.42
2026-07-01T02:45:00,0.58,0.38
2026-07-01T03:45:00,0.65,0.38
2026-07-01T04:45:00,0.79,0.62
2026-07-01T05:45:00,0.95,0.87
2026-07-01T06:45:00,1.09,1.06
2026-07-01T07:45:00,1.16,1.16
2026-07-01T08:45:00,1.16,1.26
2026-07-01T09:45:00,1.1,1.3
2026-07-01T10:45:00,1.02,1.26
2026-07-01T11:45:00,0.91,1.18
2026-07-01T12:45:00,0.8,1.04
2026-07-01T13:45:00,0.69,1.01
2026-07-01T14:45:00,0.6,0.97
2026-07-01T15:45:00,0.56,1.05
2026-07-01T16:45:00,0.58,1.26
2026-07-01T17:45:00,0.66,1.48
2026-07-01T18:45:00,0.74,1.66
2026-07-01T19:45:00,0.8,1.8
2026-07-01T20:45:00,0.83,1.95
2026-07-01T21:45:00,0.82,2.12
2026-07-01T22:45:00,0.78,2.26
2026-07-01T23:45:00,0.73,2.37
