fecha,altura_astronomica_m,altura_medida_m
2026-07-08T00:45:00,0.86,0.44
2026-07-08T01:45:00,0.79,0.37
2026-07-08T02:45:00,0.7,0.32
2026-07-08T03:45:00,0.6,0.24
2026-07-08T04:45:00,0.49,0.17
2026-07-08T05:45:00,0.42,0.07
2026-07-08T06:45:00,0.38,0.0
2026-07-08T07:45:00,0.41,-0.06
2026-07-08T08:45:00,0.54,-0.08
2026-07-08T09:45:00,0.77,0.05
2026-07-08T10:45:00,1.01,0.33
2026-07-08T11:45:00,1.17,0.56
2026-07-08T12:45:00,1.23,0.7
2026-07-08T13:45:00,1.2,0.78
2026-07-08T14:45:00,1.11,0.82
2026-07-08T15:45:00,0.98,0.79
2026-07-08T16:45:00,0.85,0.67
2026-07-08T17:45:00,0.73,0.6
2026-07-08T18:45:00,0.65,0.54
2026-07-08T19:45:00,0.61,0.5
2026-07-08T20:45:00,0.63,0.71
2026-07-08T21:45:00,0.72,0.9
2026-07-08T22:45:00,0.85,1.07
2026-07-08T23:45:00,0.94,1.19
