fecha,altura_astronomica_m,altura_medida_m
2026-07-14T00:45:00,0.61,0.24
2026-07-14T01:45:00,0.71,0.19
2026-07-14T02:45:00,0.93,0.23
2026-07-14T03:45:00,1.18,0.52
2026-07-14T04:45:00,1.35,0.74
2026-07-14T05:45:00,1.4,0.83
2026-07-14T06:45:00,1.34,0.78
2026-07-14T07:45:00,1.2,0.6
2026-07-14T08:45:00,1.01,0.44
2026-07-14T09:45:00,0.83,0.31
2026-07-14T10:45:00,0.69,0.21
2026-07-14T11:45:00,0.57,0.12
2026-07-14T12:45:00,0.45,0.02
2026-07-14T13:45:00,0.38,-0.06
2026-07-14T14:45:00,0.42,-0.13
2026-07-14T15:45:00,0.57,-0.13
2026-07-14T16:45:00,0.75,0.1
2026-07-14T17:45:00,0.88,0.34
2026-07-14T18:45:00,0.94,0.51
2026-07-14T19:45:00,0.93,0.61
2026-07-14T20:45:00,0.87,0.67
2026-07-14T21:45:00,0.77,0.67
2026-07-14T22:45:00,0.68,0.63
2026-07-14T23:45:00,0.62,0.58
