fecha,altura_astronomica_m,altura_medida_m
2026-08-15T00:45:00,0.97,0.67
2026-08-15T01:45:00,0.57,0.33
2026-08-15T02:45:00,0.69,0.36
2026-08-15T03:45:00,1.29,0.86
2026-08-15T04:45:00,2.11,1.58
2026-08-15T05:45:00,2.84,2.42
2026-08-15T06:45:00,3.29,3.07
2026-08-15T07:45:00,3.46,3.41
2026-08-15T08:45:00,3.4,3.36
2026-08-15T09:45:00,3.16,3.05
2026-08-15T10:45:00,2.71,2.53
2026-08-15T11:45:00,2.1,1.71
2026-08-15T12:45:00,1.46,1.06
2026-08-15T13:45:00,1.07,0.58
2026-08-15T14:45:00,1.14,0.84
2026-08-15T15:45:00,1.69,1.56
2026-08-15T16:45:00,2.5,2.39
2026-08-15T17:45:00,3.23,3.21
2026-08-15T18:45:00,3.68,3.7
2026-08-15T19:45:00,3.81,3.76
2026-08-15T20:45:00,3.73,3.64
2026-08-15T21:45:00,3.51,3.39
2026-08-15T22:45:00,3.09,2.91
2026-08-15T23:45:00,2.44,2.17
