fecha,altura_astronomica_m,altura_medida_m
2026-09-13T00:45:00,0.9,0.63
2026-09-13T01:45:00,0.63,0.34
2026-09-13T02:45:00,0.92,0.69
2026-09-13T03:45:00,1.64,1.38
2026-09-13T04:45:00,2.47,2.13
2026-09-13T05:45:00,3.11,2.96
2026-09-13T06:45:00,3.45,3.46
2026-09-13T07:45:00,3.53,3.55
2026-09-13T08:45:00,3.42,3.42
2026-09-13T09:45:00,3.12,2.73
2026-09-13T10:45:00,2.58,2.58
2026-09-13T11:45:00,1.84,1.01
2026-09-13T12:45:00,1.14,0.53
2026-09-13T13:45:00,0.78,0.28
2026-09-13T14:45:00,0.98,0.84
2026-09-13T15:45:00,1.66,1.47
2026-09-13T16:45:00,2.52,2.35
2026-09-13T17:45:00,3.22,3.1
2026-09-13T18:45:00,3.61,3.59
2026-09-13T19:45:00,3.72,3.71
2026-09-13T20:45:00,3.65,3.62
2026-09-13T21:45:00,3.44,3.32
2026-09-13T22:45:00,2.99,2.83
2026-09-13T23:45:00,2.27,2.05
