fecha,altura_astronomica_m,altura_medida_m
2026-07-02T00:45:00,1.19,2.0
2026-07-02T01:45:00,1.07,1.7
2026-07-02T02:45:00,0.89,1.46
2026-07-02T03:45:00,0.71,1.28
2026-07-02T04:45:00,0.56,1.14
2026-07-02T05:45:00,0.5,1.0
2026-07-02T06:45:00,0.52,0.98
2026-07-02T07:45:00,0.61,0.98
2026-07-02T08:45:00,0.71,1.04
2026-07-02T09:45:00,0.79,1.06
2026-07-02T10:45:00,0.84,1.02
2026-07-02T11:45:00,0.86,1.07
2026-07-02T12:45:00,0.84,1.04
2026-07-02T13:45:00,0.8,0.97
2026-07-02T14:45:00,0.71,0.93
2026-07-02T15:45:00,0.63,0.85
2026-07-02T16:45:00,0.57,0.74
2026-07-02T17:45:00,0.59,0.79
2026-07-02T18:45:00,0.69,0.88
2026-07-02T19:45:00,0.86,1.04
2026-07-02T20:45:00,1.04,1.22
2026-07-02T21:45:00,1.18,1.47
2026-07-02T22:45:00,1.27,1.57
2026-07-02T23:45:00,1.29,1.55
