fecha,altura_astronomica_m,altura_medida_m
2026-07-11T00:45:00,0.31,0.77
2026-07-11T01:45:00,0.49,0.96
2026-07-11T02:45:00,0.72,1.13
2026-07-11T03:45:00,0.94,1.34
2026-07-11T04:45:00,1.1,1.46
2026-07-11T05:45:00,1.19,1.57
2026-07-11T06:45:00,1.19,1.53
2026-07-11T07:45:00,1.1,1.4
2026-07-11T08:45:00,0.96,1.27
2026-07-11T09:45:00,0.79,1.08
2026-07-11T10:45:00,0.63,0.91
2026-07-11T11:45:00,0.56,0.81
2026-07-11T12:45:00,0.59,0.84
2026-07-11T13:45:00,0.73,1.01
2026-07-11T14:45:00,0.93,1.21
2026-07-11T15:45:00,1.14,1.41
2026-07-11T16:45:00,1.3,1.52
2026-07-11T17:45:00,1.37,1.59
2026-07-11T18:45:00,1.34,1.55
2026-07-11T19:45:00,1.21,1.39
2026-07-11T20:45:00,1.0,1.19
2026-07-11T21:45:00,0.75,0.95
2026-07-11T22:45:00,0.5,0.77
2026-07-11T23:45:00,0.3,0.62
