fecha,altura_astronomica_m,altura_medida_m
2026-07-04T00:45:00,1.29,1.46
2026-07-04T01:45:00,1.23,1.43
2026-07-04T02:45:00,1.11,1.3
2026-07-04T03:45:00,0.93,1.06
2026-07-04T04:45:00,0.73,0.82
2026-07-04T05:45:00,0.57,0.71
2026-07-04T06:45:00,0.49,0.65
2026-07-04T07:45:00,0.51,0.64
2026-07-04T08:45:00,0.6,0.77
2026-07-04T09:45:00,0.71,0.95
2026-07-04T10:45:00,0.79,1.08
2026-07-04T11:45:00,0.84,1.1
2026-07-04T12:45:00,0.85,1.12
2026-07-04T13:45:00,0.83,1.07
2026-07-04T14:45:00,0.77,1.02
2026-07-04T15:45:00,0.67,0.91
2026-07-04T16:45:00,0.56,0.73
2026-07-04T17:45:00,0.48,0.69
2026-07-04T18:45:00,0.48,0.69
2026-07-04T19:45:00,0.58,0.79
2026-07-04T20:45:00,0.76,0.89
2026-07-04T21:45:00,0.97,1.14
2026-07-04T22:45:00,1.15,1.34
2026-07-04T23:45:00,1.26,1.46
