fecha,altura_astronomica_m,altura_medida_m
2026-07-15T00:45:00,1.0,1.07
2026-07-15T01:45:00,0.66,0.69
2026-07-15T02:45:00,0.36,0.5
2026-07-15T03:45:00,0.18,0.44
2026-07-15T04:45:00,0.17,0.43
2026-07-15T05:45:00,0.31,0.5
2026-07-15T06:45:00,0.53,0.69
2026-07-15T07:45:00,0.76,0.89
2026-07-15T08:45:00,0.93,0.97
2026-07-15T09:45:00,1.02,0.99
2026-07-15T10:45:00,1.03,1.07
2026-07-15T11:45:00,0.96,0.97
2026-07-15T12:45:00,0.82,0.89
2026-07-15T13:45:00,0.63,0.72
2026-07-15T14:45:00,0.44,0.59
2026-07-15T15:45:00,0.34,0.51
2026-07-15T16:45:00,0.39,0.56
2026-07-15T17:45:00,0.6,0.75
2026-07-15T18:45:00,0.91,1.01
2026-07-15T19:45:00,1.23,1.37
2026-07-15T20:45:00,1.49,1.74
2026-07-15T21:45:00,1.63,1.74
2026-07-15T22:45:00,1.65,1.72
2026-07-15T23:45:00,1.56,1.64
