fecha,altura_astronomica_m,altura_medida_m
2026-07-16T07:45:00,0.54,0.67
2026-07-16T08:45:00,0.75,0.86
2026-07-16T09:45:00,0.91,0.97
2026-07-16T10:45:00,1.0,1.0
2026-07-16T11:45:00,1.01,1.02
2026-07-16T12:45:00,0.94,0.96
2026-07-16T13:45:00,0.79,0.89
2026-07-16T14:45:00,0.58,0.65
2026-07-16T15:45:00,0.38,0.51
2026-07-16T16:45:00,0.27,0.41
2026-07-16T17:45:00,0.33,0.63
2026-07-16T18:45:00,0.56,0.7
2026-07-16T19:45:00,0.88,
2026-07-16T20:45:00,1.21,
2026-07-16T21:45:00,1.47,
2026-07-16T22:45:00,1.63,
2026-07-16T23:45:00,1.67,
