fecha,altura_astronomica_m,altura_medida_m
2026-07-10T06:45:00,1.15,1.48
2026-07-10T07:45:00,1.0,1.3
2026-07-10T08:45:00,0.82,1.12
2026-07-10T09:45:00,0.65,0.88
2026-07-10T10:45:00,0.57,0.85
2026-07-10T11:45:00,0.59,0.82
2026-07-10T12:45:00,0.71,0.86
2026-07-10T13:45:00,0.89,1.08
2026-07-10T14:45:00,1.07,1.27
2026-07-10T15:45:00,1.21,1.38
2026-07-10T16:45:00,1.26,1.45
2026-07-10T17:45:00,1.23,1.41
2026-07-10T18:45:00,1.11,1.29
2026-07-10T19:45:00,0.92,
2026-07-10T20:45:00,0.69,
2026-07-10T21:45:00,0.46,
2026-07-10T22:45:00,0.29,
2026-07-10T23:45:00,0.24,
