fecha,altura_astronomica_m,altura_medida_m
2026-07-12T00:45:00,0.22,0.55
2026-07-12T01:45:00,0.26,0.64
2026-07-12T02:45:00,0.43,0.76
2026-07-12T03:45:00,0.66,0.99
2026-07-12T04:45:00,0.88,1.16
2026-07-12T05:45:00,1.05,1.29
2026-07-12T06:45:00,1.14,1.35
2026-07-12T07:45:00,1.14,1.33
2026-07-12T08:45:00,1.06,1.27
2026-07-12T09:45:00,0.92,1.12
2026-07-12T10:45:00,0.75,0.95
2026-07-12T11:45:00,0.61,0.76
2026-07-12T12:45:00,0.53,0.69
2026-07-12T13:45:00,0.57,0.69
2026-07-12T14:45:00,0.72,0.88
2026-07-12T15:45:00,0.95,1.02
2026-07-12T16:45:00,1.19,1.25
2026-07-12T17:45:00,1.38,1.4
2026-07-12T18:45:00,1.47,1.49
2026-07-12T19:45:00,1.44,1.44
2026-07-12T20:45:00,1.31,1.34
2026-07-12T21:45:00,1.1,1.08
2026-07-12T22:45:00,0.83,0.81
2026-07-12T23:45:00,0.55,0.53
