fecha,altura_astronomica_m,altura_medida_m
2026-07-01T00:45:00,1.11,1.48
2026-07-01T01:45:00,0.96,1.33
2026-07-01T02:45:00,0.78,1.2
2026-07-01T03:45:00,0.62,1.09
2026-07-01T04:45:00,0.52,1.06
2026-07-01T05:45:00,0.5,1.11
2026-07-01T06:45:00,0.57,1.19
2026-07-01T07:45:00,0.67,1.4
2026-07-01T08:45:00,0.77,1.57
2026-07-01T09:45:00,0.83,1.64
2026-07-01T10:45:00,0.87,1.73
2026-07-01T11:45:00,0.87,1.81
2026-07-01T12:45:00,0.84,1.85
2026-07-01T13:45:00,0.78,1.86
2026-07-01T14:45:00,0.7,1.83
2026-07-01T15:45:00,0.63,1.79
2026-07-01T16:45:00,0.61,1.83
2026-07-01T17:45:00,0.68,1.92
2026-07-01T18:45:00,0.81,2.0
2026-07-01T19:45:00,0.98,2.21
2026-07-01T20:45:00,1.14,2.25
2026-07-01T21:45:00,1.24,2.3
2026-07-01T22:45:00,1.28,2.23
2026-07-01T23:45:00,1.27,2.17
