fecha,altura_astronomica_m,altura_medida_m
2026-06-30T00:45:00,1.01,1.59
2026-06-30T01:45:00,0.84,1.38
2026-06-30T02:45:00,0.67,1.23
2026-06-30T03:45:00,0.54,1.07
2026-06-30T04:45:00,0.5,0.94
2026-06-30T05:45:00,0.53,0.91
2026-06-30T06:45:00,0.63,0.98
2026-06-30T07:45:00,0.73,0.97
2026-06-30T08:45:00,0.82,0.99
2026-06-30T09:45:00,0.88,0.92
2026-06-30T10:45:00,0.9,0.88
2026-06-30T11:45:00,0.89,0.82
2026-06-30T12:45:00,0.84,0.82
2026-06-30T13:45:00,0.77,0.74
2026-06-30T14:45:00,0.7,0.63
2026-06-30T15:45:00,0.65,0.6
2026-06-30T16:45:00,0.67,0.57
2026-06-30T17:45:00,0.77,0.62
2026-06-30T18:45:00,0.92,0.79
2026-06-30T19:45:00,1.08,1.04
2026-06-30T20:45:00,1.2,1.24
2026-06-30T21:45:00,1.27,1.35
2026-06-30T22:45:00,1.27,1.41
2026-06-30T23:45:00,1.22,1.43
