fecha,altura_astronomica_m,altura_medida_m
2026-07-01T00:45:00,0.5299999713897705,2.0
2026-07-01T01:45:00,0.3100000023841858,1.66
2026-07-01T02:45:00,0.6399999856948853,2.17
2026-07-01T03:45:00,1.3700000047683716,3.16
2026-07-01T04:45:00,2.2300000190734863,4.07
2026-07-01T05:45:00,2.950000047683716,4.56
2026-07-01T06:45:00,3.450000047683716,4.83
2026-07-01T07:45:00,3.690000057220459,5.01
2026-07-01T08:45:00,3.680000066757202,5.03
2026-07-01T09:45:00,3.390000104904175,4.79
2026-07-01T10:45:00,2.809999942779541,4.33
2026-07-01T11:45:00,2.069999933242798,3.75
2026-07-01T12:45:00,1.409999966621399,
2026-07-01T13:45:00,1.1200000047683716,
2026-07-01T14:45:00,1.3300000429153442,
2026-07-01T15:45:00,1.9700000286102295,
2026-07-01T16:45:00,2.7799999713897705,
2026-07-01T17:45:00,3.490000009536743,
2026-07-01T18:45:00,3.9200000762939453,
2026-07-01T19:45:00,4.059999942779541,
2026-07-01T20:45:00,3.9100000858306885,
