fecha,altura_astronomica_m,altura_medida_m
2026-07-08T00:45:00,1.32,1.44
2026-07-08T01:45:00,1.07,1.15
2026-07-08T02:45:00,0.84,0.95
2026-07-08T03:45:00,0.65,0.76
2026-07-08T04:45:00,0.54,0.59
2026-07-08T05:45:00,0.56,0.58
2026-07-08T06:45:00,0.71,0.74
2026-07-08T07:45:00,0.95,0.9
2026-07-08T08:45:00,1.23,1.3
2026-07-08T09:45:00,1.46,1.52
2026-07-08T10:45:00,1.6,1.66
2026-07-08T11:45:00,1.64,1.71
2026-07-08T12:45:00,1.55,1.62
2026-07-08T13:45:00,1.37,1.41
2026-07-08T14:45:00,1.13,1.18
2026-07-08T15:45:00,0.91,0.96
2026-07-08T16:45:00,0.75,0.82
2026-07-08T17:45:00,0.71,0.81
2026-07-08T18:45:00,0.78,0.88
2026-07-08T19:45:00,0.91,1.0
2026-07-08T20:45:00,1.08,1.15
2026-07-08T21:45:00,1.27,1.38
2026-07-08T22:45:00,1.43,1.56
2026-07-08T23:45:00,1.5,1.63
