fecha,altura_astronomica_m,altura_medida_m
2026-07-04T00:45:00,0.61,0.4
2026-07-04T01:45:00,0.45,0.25
2026-07-04T02:45:00,0.4,0.18
2026-07-04T03:45:00,0.49,0.27
2026-07-04T04:45:00,0.68,0.49
2026-07-04T05:45:00,0.91,0.71
2026-07-04T06:45:00,1.13,0.91
2026-07-04T07:45:00,1.31,1.06
2026-07-04T08:45:00,1.38,1.14
2026-07-04T09:45:00,1.32,1.11
2026-07-04T10:45:00,1.18,0.95
2026-07-04T11:45:00,1.02,0.75
2026-07-04T12:45:00,0.89,0.62
2026-07-04T13:45:00,0.83,0.56
2026-07-04T14:45:00,0.88,0.64
2026-07-04T15:45:00,1.05,0.82
2026-07-04T16:45:00,1.26,1.06
2026-07-04T17:45:00,1.46,1.29
2026-07-04T18:45:00,1.62,1.48
2026-07-04T19:45:00,1.75,1.56
2026-07-04T20:45:00,1.76,1.57
2026-07-04T21:45:00,1.62,1.4
2026-07-04T22:45:00,1.34,1.1
2026-07-04T23:45:00,1.03,0.79
