fecha,altura_astronomica_m,altura_medida_m
2026-07-07T00:45:00,1.13,1.46
2026-07-07T01:45:00,0.87,1.22
2026-07-07T02:45:00,0.66,1.0
2026-07-07T03:45:00,0.51,0.68
2026-07-07T04:45:00,0.48,0.74
2026-07-07T05:45:00,0.59,0.99
2026-07-07T06:45:00,0.8,1.15
2026-07-07T07:45:00,1.06,1.27
2026-07-07T08:45:00,1.3,1.58
2026-07-07T09:45:00,1.48,1.84
2026-07-07T10:45:00,1.54,1.97
2026-07-07T11:45:00,1.49,1.87
2026-07-07T12:45:00,1.33,1.63
2026-07-07T13:45:00,1.13,1.41
2026-07-07T14:45:00,0.94,1.21
2026-07-07T15:45:00,0.8,1.07
2026-07-07T16:45:00,0.77,1.0
2026-07-07T17:45:00,0.85,1.08
2026-07-07T18:45:00,1.0,1.3
2026-07-07T19:45:00,1.16,1.4
2026-07-07T20:45:00,1.33,1.52
2026-07-07T21:45:00,1.48,1.73
2026-07-07T22:45:00,1.56,1.8
2026-07-07T23:45:00,1.5,1.71
