fecha,altura_astronomica_m,altura_medida_m
2026-06-30T00:45:00,0.48,0.52
2026-06-30T01:45:00,0.63,0.67
2026-06-30T02:45:00,0.83,1.03
2026-06-30T03:45:00,1.05,1.32
2026-06-30T04:45:00,1.23,1.41
2026-06-30T05:45:00,1.34,1.42
2026-06-30T06:45:00,1.33,1.3
2026-06-30T07:45:00,1.24,1.14
2026-06-30T08:45:00,1.11,1.07
2026-06-30T09:45:00,1.0,0.93
2026-06-30T10:45:00,0.93,0.8
2026-06-30T11:45:00,0.97,0.72
2026-06-30T12:45:00,1.11,0.87
2026-06-30T13:45:00,1.34,1.15
2026-06-30T14:45:00,1.56,1.38
2026-06-30T15:45:00,1.76,1.59
2026-06-30T16:45:00,1.93,1.76
2026-06-30T17:45:00,2.0,1.78
2026-06-30T18:45:00,1.89,1.55
2026-06-30T19:45:00,1.61,1.29
2026-06-30T20:45:00,1.25,0.93
2026-06-30T21:45:00,0.91,0.57
2026-06-30T22:45:00,0.65,0.3
2026-06-30T23:45:00,0.47,0.17
