fecha,altura_astronomica_m,altura_medida_m
2026-07-06T00:45:00,0.93,0.91
2026-07-06T01:45:00,0.69,0.74
2026-07-06T02:45:00,0.52,0.55
2026-07-06T03:45:00,0.44,0.53
2026-07-06T04:45:00,0.49,0.59
2026-07-06T05:45:00,0.67,0.79
2026-07-06T06:45:00,0.91,1.01
2026-07-06T07:45:00,1.15,1.26
2026-07-06T08:45:00,1.35,1.5
2026-07-06T09:45:00,1.46,1.64
2026-07-06T10:45:00,1.44,1.63
2026-07-06T11:45:00,1.32,1.53
2026-07-06T12:45:00,1.14,1.33
2026-07-06T13:45:00,0.96,1.08
2026-07-06T14:45:00,0.83,0.98
2026-07-06T15:45:00,0.8,0.95
2026-07-06T16:45:00,0.89,1.07
2026-07-06T17:45:00,1.05,1.22
2026-07-06T18:45:00,1.23,1.41
2026-07-06T19:45:00,1.39,1.59
2026-07-06T20:45:00,1.54,1.8
2026-07-06T21:45:00,1.62,1.94
2026-07-06T22:45:00,1.58,1.9
2026-07-06T23:45:00,1.4,1.73
