fecha,altura_astronomica_m,altura_medida_m
2026-07-10T06:45:00,0.65,0.41
2026-07-10T07:45:00,0.75,0.47
2026-07-10T08:45:00,0.97,0.75
2026-07-10T09:45:00,1.27,1.01
2026-07-10T10:45:00,1.56,1.26
2026-07-10T11:45:00,1.77,1.5
2026-07-10T12:45:00,1.88,1.68
2026-07-10T13:45:00,1.86,1.68
2026-07-10T14:45:00,1.71,1.45
2026-07-10T15:45:00,1.44,1.16
2026-07-10T16:45:00,1.1,0.87
2026-07-10T17:45:00,0.78,0.58
2026-07-10T18:45:00,0.57,0.35
2026-07-10T19:45:00,0.49,
2026-07-10T20:45:00,0.53,
2026-07-10T21:45:00,0.68,
2026-07-10T22:45:00,0.91,
2026-07-10T23:45:00,1.15,
