fecha,altura_astronomica_m,altura_medida_m
2026-07-13T00:45:00,0.79,0.42
2026-07-13T01:45:00,1.08,0.74
2026-07-13T02:45:00,1.31,0.91
2026-07-13T03:45:00,1.43,1.02
2026-07-13T04:45:00,1.4,1.0
2026-07-13T05:45:00,1.25,0.88
2026-07-13T06:45:00,1.03,0.61
2026-07-13T07:45:00,0.83,0.39
2026-07-13T08:45:00,0.71,0.3
2026-07-13T09:45:00,0.72,0.3
2026-07-13T10:45:00,0.89,0.46
2026-07-13T11:45:00,1.2,0.78
2026-07-13T12:45:00,1.57,1.19
2026-07-13T13:45:00,1.9,1.56
2026-07-13T14:45:00,2.14,1.79
2026-07-13T15:45:00,2.26,1.95
2026-07-13T16:45:00,2.18,1.91
2026-07-13T17:45:00,1.88,1.63
2026-07-13T18:45:00,1.41,1.2
2026-07-13T19:45:00,0.91,0.67
2026-07-13T20:45:00,0.49,0.2
2026-07-13T21:45:00,0.22,-0.06
2026-07-13T22:45:00,0.12,-0.15
2026-07-13T23:45:00,0.21,-0.04
