fecha,altura_astronomica_m,altura_medida_m
2026-07-10T06:45:00,0.43,0.75
2026-07-10T07:45:00,0.46,0.77
2026-07-10T08:45:00,0.57,1.02
2026-07-10T09:45:00,0.75,1.22
2026-07-10T10:45:00,0.93,1.38
2026-07-10T11:45:00,1.05,1.46
2026-07-10T12:45:00,1.09,1.52
2026-07-10T13:45:00,1.07,1.48
2026-07-10T14:45:00,1.01,1.37
2026-07-10T15:45:00,0.92,1.27
2026-07-10T16:45:00,0.81,1.17
2026-07-10T17:45:00,0.72,1.08
2026-07-10T18:45:00,0.67,
2026-07-10T19:45:00,0.67,
2026-07-10T20:45:00,0.74,
2026-07-10T21:45:00,0.86,
2026-07-10T22:45:00,0.98,
2026-07-10T23:45:00,1.07,
