fecha,altura_astronomica_m,altura_medida_m
2026-06-30T00:45:00,0.69,1.21
2026-06-30T01:45:00,0.79,1.37
2026-06-30T02:45:00,0.92,1.57
2026-06-30T03:45:00,1.03,1.71
2026-06-30T04:45:00,1.1,1.73
2026-06-30T05:45:00,1.11,1.77
2026-06-30T06:45:00,1.09,1.78
2026-06-30T07:45:00,1.04,1.7
2026-06-30T08:45:00,0.96,1.58
2026-06-30T09:45:00,0.87,1.47
2026-06-30T10:45:00,0.77,1.34
2026-06-30T11:45:00,0.69,1.2
2026-06-30T12:45:00,0.65,1.1
2026-06-30T13:45:00,0.65,1.0
2026-06-30T14:45:00,0.69,0.94
2026-06-30T15:45:00,0.75,0.9
2026-06-30T16:45:00,0.81,0.81
2026-06-30T17:45:00,0.85,0.85
2026-06-30T18:45:00,0.85,0.75
2026-06-30T19:45:00,0.82,0.69
2026-06-30T20:45:00,0.77,0.59
2026-06-30T21:45:00,0.71,0.59
2026-06-30T22:45:00,0.67,0.55
2026-06-30T23:45:00,0.64,0.49
