fecha,altura_astronomica_m,altura_medida_m
2026-07-16T07:45:00,1.29,1.32
2026-07-16T08:45:00,1.16,1.15
2026-07-16T09:45:00,1.02,0.99
2026-07-16T10:45:00,0.86,0.88
2026-07-16T11:45:00,0.7,0.75
2026-07-16T12:45:00,0.56,0.63
2026-07-16T13:45:00,0.48,0.53
2026-07-16T14:45:00,0.5,0.47
2026-07-16T15:45:00,0.61,0.6
2026-07-16T16:45:00,0.74,0.74
2026-07-16T17:45:00,0.84,0.93
2026-07-16T18:45:00,0.87,0.95
2026-07-16T19:45:00,0.84,
2026-07-16T20:45:00,0.78,
2026-07-16T21:45:00,0.72,
2026-07-16T22:45:00,0.63,
2026-07-16T23:45:00,0.54,
