fecha,altura_astronomica_m,altura_medida_m
2026-07-14T00:45:00,0.95,0.44
2026-07-14T01:45:00,1.15,0.64
2026-07-14T02:45:00,1.29,0.79
2026-07-14T03:45:00,1.34,0.79
2026-07-14T04:45:00,1.29,0.71
2026-07-14T05:45:00,1.17,0.62
2026-07-14T06:45:00,1.02,0.62
2026-07-14T07:45:00,0.88,0.41
2026-07-14T08:45:00,0.75,0.31
2026-07-14T09:45:00,0.62,0.17
2026-07-14T10:45:00,0.51,0.1
2026-07-14T11:45:00,0.46,-0.03
2026-07-14T12:45:00,0.49,-0.04
2026-07-14T13:45:00,0.61,
2026-07-14T14:45:00,0.76,0.22
2026-07-14T15:45:00,0.88,0.38
2026-07-14T16:45:00,0.92,0.51
2026-07-14T17:45:00,0.89,0.57
2026-07-14T18:45:00,0.83,0.61
2026-07-14T19:45:00,0.77,0.62
2026-07-14T20:45:00,0.69,0.59
2026-07-14T21:45:00,0.62,0.61
2026-07-14T22:45:00,0.57,0.64
2026-07-14T23:45:00,0.6,0.77
