fecha,altura_astronomica_m,altura_medida_m
2026-07-04T00:45:00,0.57,0.79
2026-07-04T01:45:00,0.55,0.77
2026-07-04T02:45:00,0.59,0.71
2026-07-04T03:45:00,0.7,0.86
2026-07-04T04:45:00,0.85,1.0
2026-07-04T05:45:00,1.01,1.21
2026-07-04T06:45:00,1.12,1.33
2026-07-04T07:45:00,1.16,1.35
2026-07-04T08:45:00,1.15,1.37
2026-07-04T09:45:00,1.09,1.31
2026-07-04T10:45:00,1.02,1.18
2026-07-04T11:45:00,0.94,1.09
2026-07-04T12:45:00,0.84,0.99
2026-07-04T13:45:00,0.73,0.88
2026-07-04T14:45:00,0.64,0.8
2026-07-04T15:45:00,0.61,0.75
2026-07-04T16:45:00,0.65,0.85
2026-07-04T17:45:00,0.72,0.96
2026-07-04T18:45:00,0.78,1.06
2026-07-04T19:45:00,0.79,1.16
2026-07-04T20:45:00,0.77,1.13
2026-07-04T21:45:00,0.74,1.08
2026-07-04T22:45:00,0.7,1.01
2026-07-04T23:45:00,0.65,0.99
