fecha,altura_astronomica_m,altura_medida_m
2026-07-01T00:45:00,0.64,0.46
2026-07-01T01:45:00,0.71,0.52
2026-07-01T02:45:00,0.83,0.73
2026-07-01T03:45:00,0.97,0.92
2026-07-01T04:45:00,1.08,1.08
2026-07-01T05:45:00,1.12,1.14
2026-07-01T06:45:00,1.12,1.21
2026-07-01T07:45:00,1.08,1.26
2026-07-01T08:45:00,1.03,1.25
2026-07-01T09:45:00,0.95,1.21
2026-07-01T10:45:00,0.85,1.13
2026-07-01T11:45:00,0.75,1.1
2026-07-01T12:45:00,0.67,1.12
2026-07-01T13:45:00,0.65,1.2
2026-07-01T14:45:00,0.67,1.35
2026-07-01T15:45:00,0.72,1.52
2026-07-01T16:45:00,0.77,1.65
2026-07-01T17:45:00,0.81,1.76
2026-07-01T18:45:00,0.83,1.83
2026-07-01T19:45:00,0.82,1.99
2026-07-01T20:45:00,0.78,2.09
2026-07-01T21:45:00,0.72,2.21
2026-07-01T22:45:00,0.67,2.32
2026-07-01T23:45:00,0.62,2.36
