fecha,altura_astronomica_m,altura_medida_m
2026-07-06T00:45:00,0.61,0.7
2026-07-06T01:45:00,0.54,0.62
2026-07-06T02:45:00,0.49,0.53
2026-07-06T03:45:00,0.5,0.52
2026-07-06T04:45:00,0.59,0.66
2026-07-06T05:45:00,0.76,0.87
2026-07-06T06:45:00,0.94,1.03
2026-07-06T07:45:00,1.09,
2026-07-06T08:45:00,1.17,1.32
2026-07-06T09:45:00,1.18,1.33
2026-07-06T10:45:00,1.13,1.32
2026-07-06T11:45:00,1.05,1.26
2026-07-06T12:45:00,0.96,1.13
2026-07-06T13:45:00,0.85,1.05
2026-07-06T14:45:00,0.75,0.95
2026-07-06T15:45:00,0.66,0.9
2026-07-06T16:45:00,0.62,0.85
2026-07-06T17:45:00,0.64,0.89
2026-07-06T18:45:00,0.71,0.98
2026-07-06T19:45:00,0.79,1.01
2026-07-06T20:45:00,0.83,1.1
2026-07-06T21:45:00,0.81,0.98
2026-07-06T22:45:00,0.75,0.88
2026-07-06T23:45:00,0.69,0.77
