fecha,altura_astronomica_m,altura_medida_m
2026-07-07T00:45:00,0.63,0.69
2026-07-07T01:45:00,0.57,0.67
2026-07-07T02:45:00,0.5,
2026-07-07T03:45:00,0.46,0.44
2026-07-07T04:45:00,0.48,0.45
2026-07-07T05:45:00,0.6,0.46
2026-07-07T06:45:00,0.78,0.77
2026-07-07T07:45:00,0.97,1.05
2026-07-07T08:45:00,1.11,1.12
2026-07-07T09:45:00,1.17,1.15
2026-07-07T10:45:00,1.16,1.16
2026-07-07T11:45:00,1.11,1.14
2026-07-07T12:45:00,1.02,1.04
2026-07-07T13:45:00,0.92,0.88
2026-07-07T14:45:00,0.81,0.76
2026-07-07T15:45:00,0.72,
2026-07-07T16:45:00,0.65,0.58
2026-07-07T17:45:00,0.64,0.57
2026-07-07T18:45:00,0.68,0.5
2026-07-07T19:45:00,0.77,0.54
2026-07-07T20:45:00,0.84,0.56
2026-07-07T21:45:00,0.87,0.59
2026-07-07T22:45:00,0.84,0.59
2026-07-07T23:45:00,0.77,0.53
