fecha,altura_astronomica_m,altura_medida_m
2026-07-13T00:45:00,1.11,1.33
2026-07-13T01:45:00,1.23,1.47
2026-07-13T02:45:00,1.27,1.4
2026-07-13T03:45:00,1.21,1.21
2026-07-13T04:45:00,1.09,1.09
2026-07-13T05:45:00,0.94,1.01
2026-07-13T06:45:00,0.8,0.93
2026-07-13T07:45:00,0.68,0.79
2026-07-13T08:45:00,0.57,0.68
2026-07-13T09:45:00,0.48,0.6
2026-07-13T10:45:00,0.45,0.5
2026-07-13T11:45:00,0.5,0.48
2026-07-13T12:45:00,0.64,0.62
2026-07-13T13:45:00,0.79,0.79
2026-07-13T14:45:00,0.91,0.89
2026-07-13T15:45:00,0.96,0.9
2026-07-13T16:45:00,0.93,0.81
2026-07-13T17:45:00,0.87,0.7
2026-07-13T18:45:00,0.8,0.64
2026-07-13T19:45:00,0.72,0.55
2026-07-13T20:45:00,0.65,0.52
2026-07-13T21:45:00,0.61,0.39
2026-07-13T22:45:00,0.64,0.33
2026-07-13T23:45:00,0.76,0.28
