fecha,altura_astronomica_m,altura_medida_m
2026-07-12T06:45:00,0.62,0.98
2026-07-12T07:45:00,0.52,0.91
2026-07-12T08:45:00,0.46,0.88
2026-07-12T09:45:00,0.45,0.92
2026-07-12T10:45:00,0.53,1.1
2026-07-12T11:45:00,0.67,1.3
2026-07-12T12:45:00,0.84,1.44
2026-07-12T13:45:00,0.96,1.46
2026-07-12T14:45:00,1.0,1.48
2026-07-12T15:45:00,0.98,1.43
2026-07-12T16:45:00,0.92,1.32
2026-07-12T17:45:00,0.83,1.19
2026-07-12T18:45:00,0.75,
2026-07-12T19:45:00,0.68,
2026-07-12T20:45:00,0.64,
2026-07-12T21:45:00,0.67,
2026-07-12T22:45:00,0.77,
2026-07-12T23:45:00,0.94,
