fecha,altura_astronomica_m,altura_medida_m
2026-07-05T00:45:00,0.65,0.91
2026-07-05T01:45:00,0.59,0.86
2026-07-05T02:45:00,0.56,0.8
2026-07-05T03:45:00,0.58,0.78
2026-07-05T04:45:00,0.69,0.89
2026-07-05T05:45:00,0.84,1.07
2026-07-05T06:45:00,0.99,1.18
2026-07-05T07:45:00,1.1,1.28
2026-07-05T08:45:00,1.16,1.35
2026-07-05T09:45:00,1.17,1.37
2026-07-05T10:45:00,1.14,1.33
2026-07-05T11:45:00,1.08,1.26
2026-07-05T12:45:00,1.0,1.14
2026-07-05T13:45:00,0.89,1.06
2026-07-05T14:45:00,0.78,0.94
2026-07-05T15:45:00,0.68,0.84
2026-07-05T16:45:00,0.64,0.77
2026-07-05T17:45:00,0.66,0.78
2026-07-05T18:45:00,0.71,0.81
2026-07-05T19:45:00,0.76,0.86
2026-07-05T20:45:00,0.77,0.89
2026-07-05T21:45:00,0.77,0.88
2026-07-05T22:45:00,0.76,0.87
2026-07-05T23:45:00,0.72,0.81
