fecha,altura_astronomica_m,altura_medida_m
2026-07-15T00:45:00,0.63,0.85
2026-07-15T01:45:00,0.79,1.05
2026-07-15T02:45:00,1.01,1.25
2026-07-15T03:45:00,1.18,1.35
2026-07-15T04:45:00,1.27,1.44
2026-07-15T05:45:00,1.29,1.46
2026-07-15T06:45:00,1.24,1.39
2026-07-15T07:45:00,1.14,1.23
2026-07-15T08:45:00,1.02,1.11
2026-07-15T09:45:00,0.89,0.99
2026-07-15T10:45:00,0.75,0.85
2026-07-15T11:45:00,0.6,0.72
2026-07-15T12:45:00,0.49,0.6
2026-07-15T13:45:00,0.47,0.53
2026-07-15T14:45:00,0.54,0.55
2026-07-15T15:45:00,0.65,0.67
2026-07-15T16:45:00,0.74,0.78
2026-07-15T17:45:00,0.8,0.86
2026-07-15T18:45:00,0.83,0.87
2026-07-15T19:45:00,0.81,0.84
2026-07-15T20:45:00,0.76,0.74
2026-07-15T21:45:00,0.69,0.74
2026-07-15T22:45:00,0.62,0.67
2026-07-15T23:45:00,0.56,0.6
