fecha,altura_astronomica_m,altura_medida_m
2026-07-06T00:45:00,0.67,0.76
2026-07-06T01:45:00,0.61,0.69
2026-07-06T02:45:00,0.56,0.6
2026-07-06T03:45:00,0.54,0.56
2026-07-06T04:45:00,0.58,0.59
2026-07-06T05:45:00,0.7,0.75
2026-07-06T06:45:00,0.87,0.93
2026-07-06T07:45:00,1.03,1.07
2026-07-06T08:45:00,1.12,1.2
2026-07-06T09:45:00,1.17,1.25
2026-07-06T10:45:00,1.16,1.26
2026-07-06T11:45:00,1.12,1.25
2026-07-06T12:45:00,1.05,1.18
2026-07-06T13:45:00,0.96,1.08
2026-07-06T14:45:00,0.85,1.01
2026-07-06T15:45:00,0.74,0.91
2026-07-06T16:45:00,0.66,0.86
2026-07-06T17:45:00,0.64,0.85
2026-07-06T18:45:00,0.68,0.89
2026-07-06T19:45:00,0.74,0.95
2026-07-06T20:45:00,0.78,1.0
2026-07-06T21:45:00,0.79,0.97
2026-07-06T22:45:00,0.78,0.91
2026-07-06T23:45:00,0.76,0.84
