fecha,altura_astronomica_m,altura_medida_m
2026-07-01T00:45:00,0.61,0.48
2026-07-01T01:45:00,0.65,0.48
2026-07-01T02:45:00,0.74,0.63
2026-07-01T03:45:00,0.86,0.8
2026-07-01T04:45:00,0.97,0.9
2026-07-01T05:45:00,1.04,1.03
2026-07-01T06:45:00,1.08,1.1
2026-07-01T07:45:00,1.08,1.18
2026-07-01T08:45:00,1.04,1.22
2026-07-01T09:45:00,0.99,1.2
2026-07-01T10:45:00,0.9,1.15
2026-07-01T11:45:00,0.81,1.11
2026-07-01T12:45:00,0.72,1.1
2026-07-01T13:45:00,0.67,1.13
2026-07-01T14:45:00,0.66,1.23
2026-07-01T15:45:00,0.68,1.38
2026-07-01T16:45:00,0.73,1.5
2026-07-01T17:45:00,0.77,1.63
2026-07-01T18:45:00,0.79,1.75
2026-07-01T19:45:00,0.79,1.87
2026-07-01T20:45:00,0.77,1.97
2026-07-01T21:45:00,0.74,2.11
2026-07-01T22:45:00,0.69,2.21
2026-07-01T23:45:00,0.63,2.29
