fecha,altura_astronomica_m,altura_medida_m
2026-07-08T00:45:00,0.76,0.47
2026-07-08T01:45:00,0.7,0.41
2026-07-08T02:45:00,0.62,0.31
2026-07-08T03:45:00,0.55,0.23
2026-07-08T04:45:00,0.49,0.16
2026-07-08T05:45:00,0.48,0.11
2026-07-08T06:45:00,0.55,0.07
2026-07-08T07:45:00,0.69,0.15
2026-07-08T08:45:00,0.87,0.34
2026-07-08T09:45:00,1.01,0.49
2026-07-08T10:45:00,1.09,0.6
2026-07-08T11:45:00,1.11,0.66
2026-07-08T12:45:00,1.1,0.72
2026-07-08T13:45:00,1.04,0.75
2026-07-08T14:45:00,0.95,0.72
2026-07-08T15:45:00,0.85,0.67
2026-07-08T16:45:00,0.76,0.64
2026-07-08T17:45:00,0.68,0.64
2026-07-08T18:45:00,0.65,0.7
2026-07-08T19:45:00,0.68,0.86
2026-07-08T20:45:00,0.76,0.97
2026-07-08T21:45:00,0.84,1.06
2026-07-08T22:45:00,0.87,1.13
2026-07-08T23:45:00,0.87,1.17
