fecha,altura_astronomica_m,altura_medida_m
2026-07-07T07:45:00,0.88,0.86
2026-07-07T08:45:00,1.03,0.95
2026-07-07T09:45:00,1.12,1.04
2026-07-07T10:45:00,1.15,1.08
2026-07-07T11:45:00,1.14,1.1
2026-07-07T12:45:00,1.09,1.03
2026-07-07T13:45:00,1.0,0.91
2026-07-07T14:45:00,0.9,0.8
2026-07-07T15:45:00,0.8,0.74
2026-07-07T16:45:00,0.71,0.64
2026-07-07T17:45:00,0.65,0.57
2026-07-07T18:45:00,0.65,
2026-07-07T19:45:00,0.72,
2026-07-07T20:45:00,0.79,
2026-07-07T21:45:00,0.82,
2026-07-07T22:45:00,0.82,
2026-07-07T23:45:00,0.8,
