fecha,altura_astronomica_m,altura_medida_m
2026-07-13T00:45:00,0.95,1.2
2026-07-13T01:45:00,1.09,1.3
2026-07-13T02:45:00,1.15,1.35
2026-07-13T03:45:00,1.14,1.3
2026-07-13T04:45:00,1.08,1.23
2026-07-13T05:45:00,0.97,1.11
2026-07-13T06:45:00,0.84,1.01
2026-07-13T07:45:00,0.72,0.87
2026-07-13T08:45:00,0.61,0.76
2026-07-13T09:45:00,0.5,0.64
2026-07-13T10:45:00,0.42,0.55
2026-07-13T11:45:00,0.42,0.5
2026-07-13T12:45:00,0.52,0.56
2026-07-13T13:45:00,0.65,0.7
2026-07-13T14:45:00,0.77,0.8
2026-07-13T15:45:00,0.83,0.83
2026-07-13T16:45:00,0.86,0.8
2026-07-13T17:45:00,0.85,0.74
2026-07-13T18:45:00,0.79,0.66
2026-07-13T19:45:00,0.71,0.6
2026-07-13T20:45:00,0.65,0.52
2026-07-13T21:45:00,0.61,0.44
2026-07-13T22:45:00,0.59,0.34
2026-07-13T23:45:00,0.65,0.29
