fecha,altura_astronomica_m,altura_medida_m
2026-07-10T06:45:00,0.45,0.82
2026-07-10T07:45:00,0.43,0.79
2026-07-10T08:45:00,0.48,0.92
2026-07-10T09:45:00,0.61,1.1
2026-07-10T10:45:00,0.78,1.23
2026-07-10T11:45:00,0.91,1.34
2026-07-10T12:45:00,0.98,1.43
2026-07-10T13:45:00,1.01,1.44
2026-07-10T14:45:00,0.99,1.39
2026-07-10T15:45:00,0.92,1.32
2026-07-10T16:45:00,0.83,1.22
2026-07-10T17:45:00,0.75,1.14
2026-07-10T18:45:00,0.69,1.05
2026-07-10T19:45:00,0.65,
2026-07-10T20:45:00,0.66,
2026-07-10T21:45:00,0.74,
2026-07-10T22:45:00,0.86,
2026-07-10T23:45:00,0.96,
