fecha,altura_astronomica_m,altura_medida_m
2026-07-10T06:45:00,0.65,0.82
2026-07-10T07:45:00,0.54,0.69
2026-07-10T08:45:00,0.49,0.57
2026-07-10T09:45:00,0.51,0.63
2026-07-10T10:45:00,0.62,0.77
2026-07-10T11:45:00,0.82,1.02
2026-07-10T12:45:00,1.05,1.3
2026-07-10T13:45:00,1.23,1.45
2026-07-10T14:45:00,1.3,1.45
2026-07-10T15:45:00,1.24,1.4
2026-07-10T16:45:00,1.09,1.26
2026-07-10T17:45:00,0.91,1.05
2026-07-10T18:45:00,0.74,0.95
2026-07-10T19:45:00,0.62,
2026-07-10T20:45:00,0.55,
2026-07-10T21:45:00,0.52,
2026-07-10T22:45:00,0.54,
2026-07-10T23:45:00,0.64,
